orig_pred,contrast_pred,orig_premise,orig_hypothesis,gen_premise,gen_hypothesis,pred_orig_labels,pred_gen_premise_labels,pred_gen_hypothesis_labels,distance_premise,distance_hypothesis,perplexity_gen_hypothesis,perplexity_gen_premise,orig_contrast_probs,pred_edit_premise_probs,pred_edit_hypo_probs,diff_premise_probs,diff_hypothesis_probs
neutral,entailment,a wet golden retriever is walking through a lake,A wet golden retriever is walking through a lake to find a ball.,-1,-1,2,0,0,1.0,1.0,220.53968811035156,116.4063720703125,0.00048557488480582833,0.9989622831344604,0.9793140292167664,0.9986403977964073,0.9789921438787133
neutral,contradiction,A woman is sitting down doing some sort of craft work while another person operates a large wooden loom device in the background.,The woman sitting is asian., A woman  of African descent is sitting down doing  some sort  of work while  another woman operates a  whiz - device in the background.,The woman sitting is asian saxophone,2,0,0,0.5416666666666666,0.16666666666666666,101.14582824707031,143.82618713378906,0.0026212281081825495,0.9980911612510681,0.7709996700286865,0.9954699331428856,0.768378441920504
neutral,entailment,People in chairs around a table,The people are eating dinner.,People  eating dinner in chairs around a table, The people are sitting down.,2,1,1,0.5,0.5,238.43434143066406,192.11622619628906,0.008526017889380455,0.9924218058586121,0.8487077355384827,0.9838957879692316,0.8401817176491022
entailment,neutral,A performer plays an instrument for the audience.,The performer is making music.,  Actor performs for an audience.,The performer is a singer.,1,2,2,0.6666666666666666,0.3333333333333333,34.620697021484375,244.89317321777344,0.010238866321742535,0.5969150066375732,0.9971617460250854,0.5866761403158307,0.9869228797033429
neutral,entailment,A group of people wait to cross the street in new york,Some of the people are wearing sunglasses.,A group of  sunglasses wearing people wait to cross the street in new york, Some  of the people  are waitings,2,1,1,0.25,0.75,163.63418579101562,95.69392395019531,0.0007777107530273497,0.9318569302558899,0.5234068632125854,0.9310792195028625,0.5226291524595581
neutral,entailment,"Two distinguished older gentlemen stand outside a house, trees in background, both with white hair, the taller man having his arm about the other man's shoulder as they face the camera from behind their corrective lenses.",The older men are colleagues.," Two older men who are colleagues, one stand outside  a house with trees  in background, both with  gray hair,  one is having his arm about the  other man's shoulder  and his face  in front of the camera from behind  with lenses pointed up",The older men are outdoors.,2,1,1,0.6829268292682927,0.16666666666666666,78.99263763427734,115.9098129272461,0.0009850446367636323,0.7558651566505432,0.9934394955635071,0.7548801120137796,0.9924544509267434
neutral,contradiction,A young woman dressed in black attaches bags full of flowers to a bicycle.,The flowers are lilacs.,A young  woman dressed  in pink attaches her bicycle to a bicycle., The flowers  are all lilacs!.................................,2,0,0,0.4666666666666667,1.0,177.77218627929688,382.6058349609375,0.0016267995815724134,0.9943577647209167,0.7834504842758179,0.9927309651393443,0.7818236846942455
neutral,contradiction,"A man stands on a dock near several boats, while 2 other men are on one of the boats.",A man with brown hair is standing on a dock.,"A man stands on  redheaded mane near  some boats, while 2 other men are on one of the boats.",A man  with brown hair is  sitting on a dock,2,0,0,0.23809523809523808,0.36363636363636365,53.293739318847656,70.14781188964844,0.0006232866435311735,0.9752978682518005,0.7854859232902527,0.9746745816082694,0.7848626366467215
neutral,entailment,A bird is perched on a line of some sort attached to a pole.,A bird is wallowing on a pole., A bird  wallowing on  a line of  netting attached to dangling pole.,A bird is wilng on a pole,2,1,1,0.4666666666666667,0.25,45.634822845458984,178.15719604492188,0.01881091110408306,0.9883699417114258,0.9604980945587158,0.9695590306073427,0.9416871834546328
neutral,entailment,A person is on a four wheeler kicking up a lot of dirt in a dune.,The person is in a race.,A person is on a four wheeler kicking up a lot of dirt in a race or dune.,A person is  in a dune,2,1,1,0.11764705882352941,0.5714285714285714,49.86874771118164,51.375484466552734,0.0022070861887186766,0.7545436024665833,0.9069901704788208,0.7523365162778646,0.9047830842901021
neutral,contradiction,"A man wearing an oxford shirt, sunglasses, and a hat smirks.",A man hiding his true identity.,"A man wearing  an oxford shirt, sunglasses, and  a plethora of  necklaces is making",A man hiding his  true identity. Then crying,2,0,0,0.5714285714285714,0.42857142857142855,136.66046142578125,134.27210998535156,0.01962500810623169,0.6692620515823364,0.999518632888794,0.6496370434761047,0.9798936247825623
entailment,neutral,A group of people gathered at night watching an event.,A group of humans are looking at the same direction.,-1, A group  of friends are going in the same direction.,1,1,2,1.0,0.45454545454545453,121.19316101074219,90.08914184570312,0.004661102779209614,0.8233258724212646,0.6355412602424622,-0.1715957522392273,0.6308801574632525
neutral,contradiction,A man in a suit cheering in a library in front of children.,A lawyer is encouraging some children at a contest.,A man in  protesting in  a library in front of children.,A lawyer  is encouraging her children at a contest.,2,0,0,0.2857142857142857,0.2,235.473388671875,273.2079772949219,0.01904122717678547,0.9316740036010742,0.7484045624732971,0.9126327764242887,0.7293633352965117
neutral,entailment,Security officer working outside.,A security officer is dressed in a uniform.," Security officer in uniform, working outside."," Someone is outside, dressed in a uniform.",2,1,1,0.8,0.5555555555555556,216.06336975097656,61.56763458251953,0.040110256522893906,0.9792560338973999,0.7284155488014221,0.939145777374506,0.6883052922785282
neutral,entailment,A man in a white and gray shirt looks on as a shirtless man with a mustache cleans fish on a pale green table.,The man is cleaning the fish that he caught so he can cook it.,A man in a white  shirt looks  on as  a man with  some fish stands by on  the table washing his catch for cooking,The man   is placing fish  on the   table so  he can clean it,2,2,1,0.72,0.7333333333333333,68.1248550415039,111.23734283447266,0.0004716208204627037,0.723027229309082,0.561942994594574,-0.27608710527420044,0.5614713737741113
neutral,contradiction,A young couple and many others out enjoying themselves at an outdoor street event.,The young couple are looking at goods being sold by the street vendors.,A young couple  with many others  crowding around at an event.,The young couple are  frowning at goods being sold by the street vendors.,2,0,0,0.4666666666666667,0.14285714285714285,81.15774536132812,82.40812683105469,0.05348697677254677,0.856877863407135,0.9997071623802185,0.8033908866345882,0.9462201856076717
neutral,entailment,Construction workers use cables to hang from the sides of buildings.,Construction workers are brave.,  Three men  use cables  to hang from  the sides   of buildings saving their lives.,Construction workers are hanging.,2,1,1,0.8333333333333334,0.2,93.22350311279297,249.5803985595703,0.02966582588851452,0.8237321376800537,0.9685121178627014,0.7940663117915392,0.9388462919741869
neutral,entailment,A dark-haired man in a black uniform is speaking to a man wearing a black jacket and black helmet on a motorbike.,A man in a police uniform is talking to another man.,A dark-haired man in a  police uniform is speaking to a man wearing a black jacket and black helmet on a motorbike.,A man  in a  uniform is talking to  another man on,2,1,1,0.08,0.3333333333333333,35.90126037597656,27.102678298950195,0.008008267730474472,0.9829005599021912,0.9764575362205505,0.9748922921717167,0.9684492684900761
neutral,entailment,A woman wearing a red coat stands on a wood floor in front of several paintings while two girls sit on the floor at her feet.,Woman takes a break at a museum while her children sit by her feet.," A woman wearing a red coat stands on  the floor  in front  of museum, while  her two children sit on  bench at her feet.", Lady takes  a break   from standing in front of several paintings as  three of her companions sit nearby,2,2,2,0.4444444444444444,1.2,55.722251892089844,54.72012710571289,0.0046702357940375805,0.5830096006393433,0.511023998260498,-0.4118698835372925,-0.4838554859161377
contradiction,neutral,a climber wearing a red headband is pulling himself up some gray rocks high above some green foliage.,A climber pulls himself up 5000 feet up over a forest,a climber wearing a red headband is pulling himself up some gray rocks high above some high foliage.,A professional climber pulls himself up 5000 feet up over a forest,0,0,2,0.05263157894736842,0.09090909090909091,78.60742950439453,92.3546142578125,0.021295804530382156,0.9669103026390076,0.7075584530830383,-0.011652350425720215,0.6862626485526562
neutral,entailment,A woman is walking her dog along a snowy ground.,A woman is trying to get her dog to go to the bathroom after it has freshly snowed.,-1,   There isa dog outside in the freshly snowed.,2,2,1,1.0,0.7368421052631579,101.00398254394531,46.451499938964844,0.0006927796057425439,0.9111225605010986,0.8691196441650391,-0.08743733167648315,0.8684268645592965
neutral,entailment,a boy in a blue uniform is standing next to a boy in red and a boy in yellow and they are holding baseball gloves.,Three boys are preparing for their big game that is about to start., A boy in  orange uniform  stands next to  another boy  wearing blue and  a boy  wearing yellow and they are getting ready for the big game., Three boys  are  dressed for their sport,2,1,1,0.7692307692307693,0.8571428571428571,60.70161819458008,49.78514099121094,0.0017962745623663068,0.9798780083656311,0.9229439496994019,0.9780817338032648,0.9211476751370355
neutral,entailment,"While two students are jumping, others in a classroom are sitting or standing.",Two students disrupting class.,"While two students  interrupt class by jumping, others in  the classroom are sitting or standing.", Students are disrupting their environment,2,1,1,0.4,1.0,163.92572021484375,346.67779541015625,0.01115583535283804,0.9796470403671265,0.5627903938293457,0.9684912050142884,0.5516345584765077
neutral,entailment,A man alone crosscountry skis in the wilderness while wearing a huge backpack.,A man skis in the wilderness while it's snowing,A man snows and skis in the wilderness while wearing a huge backpack.,A man skis  in the wilderness while wearing backpack,2,2,1,0.14285714285714285,0.4,86.45370483398438,26.636852264404297,0.025864293798804283,0.5713014006614685,0.9465360045433044,-0.4021129012107849,0.9206717107445002
neutral,entailment,A well dressed elderly woman standing in front of a bus decorated with images of purple flowers.,A grandmother is standing in front of a bus with violets decorated all over it., A grandma is standing in front of   a bus decorated  all in violets and flowers., The grandmother is standing in front  of vehicle with floral imagery over it.,2,1,2,0.6111111111111112,0.5,77.45606994628906,42.29775619506836,0.00576222687959671,0.9604636430740356,0.5923944711685181,0.9547014161944389,-0.39819902181625366
neutral,entailment,Two girls kissing a man with a black shirt and brown hair on the cheeks.,Two girls kiss there dad., Two girls kissing  father with a  black shirt  and hair on the cheeks.,Two girls  kiss there dad in cheeks,2,1,1,0.375,0.5,233.6533966064453,324.3164367675781,0.4518679976463318,0.9161433577537537,0.585182785987854,0.4642753601074219,0.13331478834152222
neutral,entailment,A large man is sitting in front of a fountain statue while talking on a phone.,The fountain has running water., A large man  is sitting  in front of  a water fountain while talking on the phone., A fountain has running water.,2,1,1,0.4117647058823529,0.3333333333333333,73.86058807373047,70.23369598388672,0.31747734546661377,0.8436306715011597,0.678715169429779,0.5261533260345459,0.3612378239631653
neutral,entailment,a man puts his hands up while telling an amusing story to his friend with a beard.,The man is perplexed by the events.,a  puzzled man puts his hands up  while telling  a story to  his friend with shaved beard., The man is perplexed about something,2,1,1,0.3888888888888889,0.625,56.52872848510742,87.76956176757812,0.044744014739990234,0.7589581608772278,0.69341641664505,0.7142141461372375,0.6486724019050598
neutral,entailment,A man with a tattoo on his arm staring to the side with vehicles and buildings behind him.,A man has dragon tattoos on his arm.,A man with  dragon tattoo on his arm staring to the side with vehicles and buildings behind him.,"He is wearing tattoos,near his arm.",2,1,1,0.10526315789473684,0.6666666666666666,66.57778930664062,59.38601303100586,0.0004317146958783269,0.9874525666236877,0.9774231314659119,0.9870208519278094,0.9769914167700335
neutral,contradiction,"A man wearing dark knee boots, a green cape, and a hat with two big feathers on the front is sitting by himself on a bench in front of a building with a blue and white patterned piece of wheeled luggage to his right while he rests both his hands on a walking stick.",A man sits by himself at Mardi Gras.,"A man wearing  blue boots,  a cape, and  striped hat with  two feathers on the front  stands by himself on  s bench in front of  bristol building with a blue and  black patterned piece  of luggage to his right while  another man rests both his hands on doodle stick.", A man sits by himself at  Mardi Gras while dancing Mar,2,0,0,0.40350877192982454,0.5555555555555556,49.129573822021484,81.03868103027344,0.04216010496020317,0.9971575736999512,0.9883142709732056,0.954997468739748,0.9461541660130024
entailment,neutral,A crowd of people in winter garb gather in the street against a backdrop of bare trees and snow.,It is cold and snowy outside.," A crowd of people  wearing winter  garb gather in  warm clothing, against  a backdrop  of  mountains and trees..",It  is cold and snowy outside on Saturday,1,2,2,0.7,0.42857142857142855,63.9554328918457,155.93606567382812,0.34086450934410095,0.8228192925453186,0.9978334307670593,0.48195478320121765,0.6569689214229584
neutral,entailment,An Asian man walks a three-wheeled pedal card fully of white bags.,An Asian man walks a three-wheeled pedal card fully of white bags and he can be seen leaving the store.,-1,"  An Asian  man walks, he can be seen  with the cart.",2,0,1,1.0,0.6956521739130435,271.876953125,185.45445251464844,0.0021416079252958298,0.9924209713935852,0.8863885998725891,0.9816451910883188,0.8842469919472933
neutral,contradiction,A couple about to kiss somewhere.,A couple are kissing on new years eve as the ball drops.,A  couple about to fly somewhere., A couple sits on new years eve as the ball drops.,2,0,0,0.2857142857142857,0.23076923076923078,230.0820770263672,233.454833984375,0.0020270899403840303,0.9451524615287781,0.9820135235786438,0.943125371588394,0.9799864336382598
neutral,entailment,A person in an orange shirt reaching up.,A person is reaching up to grab something., A person in khakis holding an object while reaching up., Someone tried to reach up to something.,2,1,1,0.5555555555555556,0.6666666666666666,195.73851013183594,61.635398864746094,0.0226250309497118,0.5169838666915894,0.7875648736953735,0.49435883574187756,0.7649398427456617
neutral,entailment,A big dog catches a ball on his nose,A dog is playing with his owner, Brown dog catches  a ball on owner's nose, A ball is near his nose,2,1,1,0.5555555555555556,0.7142857142857143,204.3041229248047,398.4504699707031,0.004234290216118097,0.8712931275367737,0.972099244594574,0.8670588373206556,0.9678649543784559
neutral,entailment,An medical worker examines a young girl.,A health worker is evaluating a girl on her sickness., An occupational worker examines a sick girl.,-1,2,1,0,0.375,1.0,368.1411437988281,136.39967346191406,0.0031372113153338432,0.7697179317474365,0.6690913438796997,0.7665807204321027,0.6685945889330469
contradiction,neutral,There is a man poking a long stick up towards the ceiling.,The man has no arms.,-1,The man  has two arms up,0,0,2,1.0,0.5,83.7782974243164,173.6965789794922,0.0001678027183515951,0.9970211386680603,0.6669366955757141,-0.0027889013290405273,0.6667688928573625
neutral,entailment,A man with two small boys making a purchase from a woman.,The man with the little boys is buying a gift from the woman's store.,A man with two small  boys is making a gift purchase from a woman., It is  possible to purchase a gift from the woman's store.,2,2,1,0.23076923076923078,0.5,87.41383361816406,47.65918731689453,0.12422733753919601,0.5323027968406677,0.9394626021385193,-0.3396340608596802,0.8152352645993233
neutral,entailment,A woman standing in front of a large tank at an aquarium turns around to look at the photographer.,A woman wants a new facebook picture of her at the aquarium," Woman standing   in front  of facebook for  new picture, at   an aquarium, standing around  to look at  picture, smiles", A woman wants a  picture to  be taken on  the  sower,2,1,1,0.9,0.9166666666666666,100.60157012939453,200.9567413330078,0.0016763840103521943,0.6253179311752319,0.5198172330856323,0.6236415471648797,0.5181408490752801
neutral,contradiction,A woman standing in front of a wall holding a can of Bud Light with her shirt tied into a semi-halter.,The woman who is shown lives in the South.,  A woman  in Asia is standing   in front of   a building and  showing off her  rooster can  of Light with  arms tied into  3 flexiblehalters, A woman who is  seated lives in the South.,2,0,0,1.0,0.4,95.55162048339844,268.17364501953125,0.005856688600033522,0.919162929058075,0.9707337021827698,0.9133062404580414,0.9648770135827363
neutral,entailment,A little boy with an orange backpack walks under a tree through the woods.,A boy walks to school through the woods.,A little boy with an  ipod walks to school from under  a tree through the woods.,A boy walks to the woods,2,1,1,0.4,0.3333333333333333,36.883277893066406,50.34178161621094,0.000968152133282274,0.9805924892425537,0.6883074641227722,0.9796243371092714,0.6873393119894899
neutral,entailment,A group of people are gathered on a sidewalk in front of a store nearby a littered street.,A group of people are considering whether to shop at the store.,A group of people  are gathered on  a sidewalk  in front  of  deciding whether or not to buy something from he store along the street.,"A group  of people are  gathered and something is  littered, on the sidewalk.",2,1,1,0.8947368421052632,0.8461538461538461,69.09617614746094,53.19114685058594,0.0008861175738275051,0.9764556884765625,0.7711125612258911,0.975569570902735,0.7702264436520636
neutral,entailment,"A man with a blue, collared shirt sits in front of another man.",a man is looking at his friend,A man with a blue - collared  shirt sits with his friend looking at another man.,  A male is  looking at a friend,2,1,2,0.4666666666666667,0.7142857142857143,73.0359115600586,83.90618896484375,0.03846310079097748,0.6017032861709595,0.6388657689094543,0.563240185379982,-0.31430792808532715
neutral,entailment,"Four men in safety gear, one holding a camera, are standing on a platform.",There has been an accident,"Four men  in gear, one holding  a camera, are standing on sand looking at an accident- platform.",There  is an object.a,2,2,1,0.47058823529411764,0.6,133.31057739257812,230.7451171875,0.03830088675022125,0.5469778180122375,0.9985103011131287,-0.4141126275062561,0.9602094143629074
neutral,contradiction,Two men climbing on a wooden scaffold.,Two sad men climbing on a wooden scaffold.,Two  happy men climbing on  a wooden scaffold.,Two sad  women climbing on a wooden scaffold.,2,0,0,0.375,0.2222222222222222,64.23355102539062,68.53816223144531,0.001246938481926918,0.9996963739395142,0.9996718168258667,0.9984494354575872,0.9984248783439398
neutral,entailment,A group of children in costumes are on a stage with red curtains.,a group of children are performing a play,A group  of children are on  a stage performing some type of play through curtains.,a  bunch of children   are performing in costume,2,1,1,0.7142857142857143,0.625,199.67127990722656,130.46888732910156,0.0038876759354025126,0.9278726577758789,0.7741605639457703,0.9239849818404764,0.7702728880103678
neutral,contradiction,A red truck is parked next to a burning blue building while a man in a green vest runs toward it.,The burning blue building will turn to dust after an hour.,A  red truck  is parked next to  a building while a man in a  construction vest walks toward it.,The burning blue building will turn  into dust after the man dies,2,0,0,0.36363636363636365,0.4166666666666667,48.93950653076172,99.5595703125,0.1274024248123169,0.9978834986686707,0.7727773785591125,0.8704810738563538,0.6453749537467957
neutral,entailment,A man in a blue jogging suit is running on the sidewalk in front of a painting.,The man is sweating from his run.,A man in   orange sweats from   running is on  a sidewalk   in front  of his house.,The  jogging from his outfit is outside,2,1,1,0.6666666666666666,0.75,71.50628662109375,99.60211944580078,0.023543043062090874,0.7777416706085205,0.9417535662651062,0.7541986275464296,0.9182105232030153
neutral,entailment,A band performing at a local bar or club.,The band is playing rock music,A  rock band performing at a club.,The band is playing music,2,1,1,0.5,0.16666666666666666,42.022579193115234,111.6992416381836,0.0006207554251886904,0.8588660359382629,0.9626471400260925,0.8582452805130742,0.9620263846009038
neutral,entailment,A group of people are sight seeing and taking pictures.,the group is on vacation,A group of people on vacation sight seeing and taking pictures.,the group  is on seet,2,1,0,0.18181818181818182,0.4,193.54298400878906,79.97433471679688,0.0014110138872638345,0.8746504187583923,0.5056730508804321,0.8732394048711285,0.5053482186049223
neutral,entailment,"A little boy with a shirt, shorts and socks on, standing on the beach.",A boy is watching the ocean., A boy with  a shirt and shorts  is on sand watching the ocean and the beach.,  The boy is at the beach.sand,2,1,2,0.6470588235294118,0.7142857142857143,63.594215393066406,127.5237808227539,0.031615372747182846,0.9797078967094421,0.5663921236991882,0.9480925239622593,-0.40164971351623535
contradiction,neutral,"Five people standing on a stage, getting ready to perform, who are unrecognizable due to the lack of lighting.","At a rock concert, the audience screams and cries at the handsome singer and his bass guitarist.","Five  people are standing on  a stage getting ready  to perform, who  is crying out due to  the lack of lighting."," At a rock concert, the audience  snarls and cries at  the singer  for his lack of lighting",0,2,2,0.45454545454545453,0.5263157894736842,58.40622329711914,94.08525848388672,0.006827731151133776,0.7522955536842346,0.7058570384979248,0.7454678225331008,0.699029307346791
entailment,neutral,A man with a cowboy hat and a gentleman with sunglasses on his head are seated next to each other.,The very differently dressed men sit next to each other, A man with  a hat and  another gentleman  with sunglasses on  his head are seated next to each other.,The very differently dressed men sit next to each other indoors,0,0,0,0.3333333333333333,0.1,39.44792175292969,82.13496398925781,0.13888785243034363,0.3990720510482788,0.5995755195617676,-0.23390430212020874,-0.03340083360671997
neutral,entailment,Expert snowboard is trying a new trick.,The person is snowboarding on top of a mountain.,  A snowboarder  on mountain trying a trick., The snowboarder is not on top of a mountain.,2,1,1,0.875,0.3,58.919708251953125,116.4454574584961,0.021959098055958748,0.5277383327484131,0.8796237111091614,0.5057792346924543,0.8576646130532026
neutral,contradiction,A woman lowering ballast on a boat.,The captain of the boat is preparing for rough waters.,  The children are on a boat., The boat is underwater preparing for rough waters.,2,0,0,0.5,0.45454545454545453,206.96656799316406,59.78443908691406,0.03648443520069122,0.979956865310669,0.9994910955429077,0.9434724301099777,0.9630066603422165
neutral,entailment,A small child is riding in a red wagon.,A kid is in a wagon and someone is pulling it.," a child  pulls someone in, wagon.", A child is in a vehicle and someone is pulling it.,2,1,1,0.7,0.25,56.76762390136719,132.37820434570312,0.021407196298241615,0.9629860520362854,0.8033498525619507,0.9415788557380438,0.7819426562637091
neutral,entailment,A group of people sitting around a table eating food.,People are at a table eating Christmas dinner.,A group of  people sitting around Christmas dinner eating food.,People  are at table eating.,2,1,1,0.2727272727272727,0.4444444444444444,98.11288452148438,112.17262268066406,0.0011536459205672145,0.7773799896240234,0.9801961779594421,0.7762263437034562,0.9790425320388749
neutral,contradiction,"A person dressed in a dress with flowers and a stuffed bee attached to it, is pushing a baby stroller down the street.",An old lady pushing a stroller down a busy street.," A person dressed in  a dress  decorated with flowers and  with  ties attached to it,  pushes  t-folder down secluded street.",An elephant is pushing a stroller down a busy street.,2,0,0,0.6,0.18181818181818182,23.125648498535156,158.6403045654297,0.3735508322715759,0.8962081074714661,0.9994874000549316,0.5226572751998901,0.6259365677833557
neutral,entailment,"A woman wearing an elaborate array of feathers in her hair, a bead necklace, a medallion, and an aqua, brown, and olive-green dress and looks off to her left, smiling slightly.",A woman smiles at someone to her left,"A woman wearing an elaborate array  of feathers in her hair, a bead necklace, a medallion, and an aqua, brown, and olive-green dress  stands to  her left, smiling at someone slightly.",A  woman smiles at something to her left,2,1,1,0.175,0.25,57.29454040527344,83.71855926513672,0.12680847942829132,0.9499638080596924,0.7390409111976624,0.8231553286314011,0.612232431769371
neutral,contradiction,"A man wearing a checkered shirt, cream suit and tennis shoes sits on a bench.",the guy is on the bench waiting for his wife,  A man wearing   a checkered shirt  jogs on tan bench., the guy is on  the bench hugging his wife,2,0,0,0.5882352941176471,0.4,51.51732635498047,142.69595336914062,0.0007390193059109151,0.9206429123878479,0.7564910054206848,0.919903893081937,0.7557519861147739
neutral,contradiction,Two cars are being driven in a car race.,A Bugatti and a Lambourgini compete in a road race., Two cars are  being driven in  a race car series., Three Ferraris and Lambourgini compete in a road race.,2,0,0,0.5,0.36363636363636365,150.8253173828125,261.41888427734375,0.2816650867462158,0.8828586935997009,0.9978808760643005,0.6011936068534851,0.7162157893180847
contradiction,neutral,A crowd walks about a square at night with smoke or fog drifting over them.,A group of people walk through tear gas., People about   to walk through  gas as sky is drifting over them.,A group of people walk through tear gasps,0,2,2,0.75,0.2222222222222222,89.87687683105469,191.36349487304688,0.000852239434607327,0.9566780924797058,0.7273766994476318,0.9558258530450985,0.7265244600130245
neutral,entailment,"A lady is helping another woman work in a silver compartment, which is most likely related to nurse-work.",Two woman are trying to finish orders from a doctor,"A  pediatric  nurse is helping  a lady work in   a compartment, which is   taking orders from another nurse atwork.", Lady finish  in silver compartment female helping,2,1,1,0.7272727272727273,1.0,289.93621826171875,208.6885986328125,0.0017805061070248485,0.8190064430236816,0.61600261926651,0.8172259369166568,0.6142221131594852
neutral,entailment,batter hits a baseball,A man in a baseball game hits a foul ball.,batter hits foul ball during baseball,-1,2,1,0,0.75,1.0,1424.9931640625,157.04208374023438,0.03625356778502464,0.8442997932434082,0.9443293809890747,0.8080462254583836,0.9412540930788964
neutral,contradiction,A group of children in African clothing.,Some humans in green clothing,A group  of children in red clothing.,Some humans in Asian clothing,2,0,0,0.25,0.2,313.9205017089844,621.8748168945312,0.014141367748379707,0.9854737520217896,0.9962084293365479,0.9713323842734098,0.9820670615881681
neutral,entailment,In this picture it appears that a man is falling off a bull while attempting to ride the animal.,the man is a farmer,"In  this picture ,  a farmer is showing off  his bull , attempting  to ride the animal.",the  man is falling,2,2,1,0.5,0.6,89.58438873291016,205.86280822753906,0.0005881371325813234,0.5246871113777161,0.9681318402290344,-0.47435736656188965,0.9675437030964531
neutral,contradiction,"A woman is sitting outside at a table, using a knife to cut into a sandwich.",A woman is sitting outside waiting for her friend.,"A woman  is sitting at  a table, using  s knife  to cut into oxford sandwich.", A woman is sitting outside waiting for her brew,2,0,0,0.3888888888888889,0.3,55.23899841308594,127.7741928100586,0.06465291231870651,0.992749810218811,0.9023723006248474,0.9280968979001045,0.8377193883061409
neutral,contradiction,A group of children playing with props,The children are playing with machine guns.,A group of children play with crayons, Children are gunning their guns.,2,0,0,0.2857142857142857,0.625,309.9560852050781,37.25135040283203,0.00411977106705308,0.999672532081604,0.9969627261161804,0.9955527610145509,0.9928429550491273
neutral,contradiction,An old man in a pink polo looks through a telescope with a small child standing next to him while others stand with their telescopes in the background.,An ugly old man in a pink polo looks through a telescope with a small child standing next to him, An old man in  a blue  polo looks through  e telescope with  small child standing next  to him while others stand with  their telescopes in the background.,An ugly old man in  a green  polo looks through a telescope with a small child standing next to him,2,0,0,0.3103448275862069,0.15,21.036739349365234,46.6943244934082,0.0005165405455045402,0.9828429818153381,0.9833504557609558,0.9823264412698336,0.9828339152154513
neutral,entailment,A woman in a blue apron is holding a container of ice cream.,A woman is standing in a kitchen.,A  woman in  a  kiln  is holding  nea container  of ice cream.,A woman  is standing in a apron,2,1,1,0.5714285714285714,0.375,50.506797790527344,149.91720581054688,0.24136556684970856,0.68165123462677,0.8019421696662903,0.44028566777706146,0.5605766028165817
neutral,contradiction,"A woman is sitting in a chair, while a man is going through the sport utility vehicle.",a girl is sitting waiting to leave for vacation,"  A woman  is sitting in   a chair waiting  for her husband, while   the man  is going into his vehicle.",a girl is sitting waiting to leave for school.simon,2,0,2,0.7894736842105263,0.1111111111111111,73.61597442626953,74.56681060791016,0.014559686183929443,0.8496102094650269,0.6181367039680481,0.8350505232810974,-0.3653130531311035
neutral,entailment,A black and white picture of a city street with a food vendor in the foreground.,The food vendor is selling hot dogs.,A black and  white picture of a city street with  a hotdog vendor in theground., A street with hot food nearby,2,1,2,0.29411764705882354,0.875,79.3184585571289,156.5699005126953,0.000607855268754065,0.5505245327949524,0.5012245178222656,0.5499166775261983,-0.49762046337127686
neutral,contradiction,"A group walking in the middle of a walkway with a green divider, and a woman is walking by herself off to the right.",The group is taking a tour.,"  Many people  are  building something  have it in order, and   one is  standing off to  the backwards.", The group is taking a nap indoors,2,0,0,0.7692307692307693,0.42857142857142855,47.8941535949707,193.12591552734375,0.0026957273948937654,0.9806827306747437,0.999889612197876,0.9779870032798499,0.9971938848029822
contradiction,neutral,"A man, wearing a cap, is pushing a cart, on which large display boards are kept, on a road.",The person is stealing display boards.,"A man, wearing a cap,  is pushing  a cart,  with display boards  un kept, on the road.",The person  owns  the display boards.,0,2,2,0.3333333333333333,0.5714285714285714,71.82368469238281,163.43798828125,0.0551489032804966,0.5029476284980774,0.9977447986602783,0.4477987252175808,0.9425958953797817
neutral,entailment,A group of people in front of some tan colored tents from the american Parkinsons disease association.,A group shows up to an event to support research on Parkinsons,A group of people in front of some  events supporting the Parkinsons association., A group shows up to  an event  containing a disease,2,1,2,0.3333333333333333,0.5833333333333334,254.92535400390625,115.33130645751953,0.02076251246035099,0.8283237814903259,0.6769577264785767,0.8075612690299749,-0.30224448442459106
contradiction,neutral,Two little boys are playing on stairs that have a carpet runner going down them.,Two little boys are pretending they are climbing a large mountain.,Two  little boys  are playing  on stairs that have a runner going down them.,Two little boys are pretending  they are climbing a large mountain indoors,0,2,2,0.25,0.16666666666666666,140.78221130371094,109.11333465576172,0.26905786991119385,0.5603045225143433,0.9619522094726562,0.2912466526031494,0.6928943395614624
neutral,contradiction,A man in a green shirt is getting his feet wet in front of a wall showing a closeup picture of a face.,The man is waiting for his friend to come meet up with him.,A man in a green shirt   is getting   his  shave n off in front of   his friends  while showing  a close up picture of his face., The man is waiting for his friend to come meet up.......................................... The only thing I have on this trip is sunscreen,2,0,2,0.625,0.8571428571428571,55.15237808227539,49.94343566894531,0.04279341176152229,0.7960166335105896,0.7305788397789001,0.7532232217490673,-0.22581195831298828
neutral,entailment,A man wearing black pants and a helmet is riding a brown horse.,A man is practicing for a horse race.,A  guy in black pants and   a helmet  is  practicing for thoroughbred race on eared horse.,A  person  is practicing  horse riding attire,2,1,1,0.8571428571428571,0.7777777777777778,191.5970458984375,140.97467041015625,0.0006911213276907802,0.9876230955123901,0.5929720997810364,0.9869319741846994,0.5922809784533456
neutral,entailment,A girl in black pants doing exercises.,A girl trying to get fit for a bodybuilding competition.,A girl competing in bodybuilding competition with exercises.,-1,2,2,0,0.5,1.0,376.64947509765625,34.02993392944336,0.00023774118744768202,0.6252707242965698,0.8300273418426514,-0.3735388517379761,0.8290746632847004
