orig_premise,orig_hypothesis,gold_label,gen_premise,gen_hypothesis,pred_orig_labels,pred_gen_premise_labels,pred_gen_hypothesis_labels,distance_premise,distance_hypothesis,perplexity_gen_hypothesis,perplexity_gen_premise,diff_premise_probs,diff_hypothesis_probs
"A little boy with a shirt, shorts and socks on, standing on the beach.",A boy is watching the ocean.,entailment,"A little boy with a shirt, shorts and socks on, standing on the beach gazing at the Pacific surf.",A boy is watching indoor skating.,2,1,0,0.29411764705882354,0.2857142857142857,63.83681869506836,40.904537200927734,0.9009852446615696,0.9995618035900407
Expert snowboard is trying a new trick.,The person is snowboarding on top of a mountain.,entailment,Expert snowboard is trying a new trick on top of a mountain.,The person is snowboarding on top of a wave.,2,1,2,0.625,0.1,58.298091888427734,30.422794342041016,0.887948838993907,-0.3613278269767761
A woman lowering ballast on a boat.,The captain of the boat is preparing for rough waters.,contradiction,A woman lowering ballast on a boat to learn how it works.,The woman is lowering the ballast.,2,2,1,0.625,0.7272727272727273,58.74169158935547,65.691650390625,-0.06301182508468628,0.9862162983044982
A small child is riding in a red wagon.,A kid is in a wagon and someone is pulling it.,entailment,A small child is riding in a red wagon being pulled by his mom.,An elderly man rides a red wagon with a child pulling it.,2,1,0,0.5,0.6666666666666666,31.23686408996582,32.869998931884766,0.8835628535598516,0.9980956594226882
A group of people sitting around a table eating food.,People are at a table eating Christmas dinner.,entailment,A group of people sitting around a table eating food after church on Christmas.,People are at a table eating Christmas trees.,2,2,2,0.36363636363636365,0.1111111111111111,45.97877502441406,48.81761169433594,-0.3063908815383911,-0.04624736309051514
"A person dressed in a dress with flowers and a stuffed bee attached to it, is pushing a baby stroller down the street.",An old lady pushing a stroller down a busy street.,contradiction,"A young woman dressed in a dress with flowers and a stuffed bee attached to it, is pushing a baby stroller down the street.",An old lady pushing a stroller up a busy street.,2,0,2,0.08,0.09090909090909091,24.786012649536133,20.985950469970703,0.6252029538154602,-0.05841505527496338
"A woman wearing an elaborate array of feathers in her hair, a bead necklace, a medallion, and an aqua, brown, and olive-green dress and looks off to her left, smiling slightly.",A woman smiles at someone to her left,entailment,"A woman wearing an elaborate array of feathers in her hair, a bead necklace, a medallion, and an aqua, brown, and olive-green dress and looks off to her left, smiling slightly at her friend.",A woman is dressed  very colorfully.,2,1,1,0.075,0.75,57.688507080078125,37.47643280029297,0.6533121913671494,0.8570781797170639
"A man wearing a checkered shirt, cream suit and tennis shoes sits on a bench.",the guy is on the bench waiting for his wife,contradiction,"A man wearing a checkered shirt, cream suit and tennis shoes sits on a bench waiting.",A woman is sitting on a bench.,2,2,0,0.058823529411764705,0.8,13.1041898727417,27.553035736083984,-0.0008957386016845703,0.996134955494199
Two cars are being driven in a car race.,A Bugatti and a Lambourgini compete in a road race.,contradiction,Two US-made cars are being driven in a car race.,Two cars compete in a race.,2,0,1,0.3,0.5454545454545454,35.423736572265625,85.73139190673828,0.3215944766998291,0.9805022127111442
"A lady is helping another woman work in a silver compartment, which is most likely related to nurse-work.",Two woman are trying to finish orders from a doctor,entailment,A lady is helping another woman work. ,Two women are purchasing silver.,2,2,0,0.6363636363636364,0.8,102.42157745361328,212.73623657226562,-0.02577263116836548,0.8676200968911871
batter hits a baseball,A man in a baseball game hits a foul ball.,entailment,batter hits a foul baseball.,A man in a baseball game strikes out.,2,1,2,0.5,0.36363636363636365,267.28448486328125,80.14196014404297,0.48295343294739723,-0.022041618824005127
A group of children in African clothing.,Some humans in green clothing,contradiction,"A group of children in yellow, African clothing.",The children wore  green american clothing.,2,0,0,0.25,1.2,231.48802185058594,243.77366638183594,0.9685294758528471,0.9791329633444548
In this picture it appears that a man is falling off a bull while attempting to ride the animal.,the man is a farmer,entailment,In this picture it appears that a male farmer is falling off his bull while attempting to ride the animal.,The man is racing cars.,2,1,0,0.15,0.8,52.80152893066406,77.55463409423828,0.5559191522770561,0.9992766019131523
"A woman is sitting outside at a table, using a knife to cut into a sandwich.",A woman is sitting outside waiting for her friend.,contradiction,"A man is sitting outside at a table, cutting a sandwich. ",A woman is cutting a pizza.,2,0,0,0.3888888888888889,0.6,46.81788635253906,48.32544708251953,0.9322367385029793,0.9325264766812325
A group of children playing with props,The children are playing with machine guns.,contradiction,A group of children playing with action figures,The children are playing with real swords.,2,0,2,0.2857142857142857,0.25,80.55785369873047,70.93517303466797,0.9939166731201112,-0.02359473705291748
An old man in a pink polo looks through a telescope with a small child standing next to him while others stand with their telescopes in the background.,An ugly old man in a pink polo looks through a telescope with a small child standing next to him,contradiction,A handsome old man in a pink polo looks through a telescope with a small child standing next to him while others stand with their telescopes in the background.,An old man in a pink polo looks through a telescope with a small child standing next to him,2,0,1,0.06896551724137931,0.05,8.459412574768066,11.845196723937988,0.9963894419488497,0.9837739092035918
A woman in a blue apron is holding a container of ice cream.,A woman is standing in a kitchen.,entailment,A woman in a apron is holding a container of ice cream.,A woman is in an apron.,2,2,1,0.07142857142857142,0.375,29.804161071777344,41.27808380126953,-0.08614695072174072,0.7501352876424789
"A woman is sitting in a chair, while a man is going through the sport utility vehicle.",a girl is sitting waiting to leave for vacation,contradiction,"An older woman is sitting in a chair, while a man is going through the sport utility vehicle to go to work.",The woman  is sitting in a chair.,2,0,1,0.3157894736842105,0.8888888888888888,43.179603576660156,62.603981018066406,0.5597938299179077,0.9944650321267545
A black and white picture of a city street with a food vendor in the foreground.,The food vendor is selling hot dogs.,entailment,A black and white picture of a city street with a hot dog vendor in the foreground.,The food vendor is selling food.,2,2,2,0.11764705882352941,0.25,25.517017364501953,21.140670776367188,-0.39853644371032715,-0.36698412895202637
"A group walking in the middle of a walkway with a green divider, and a woman is walking by herself off to the right.",The group is taking a tour.,contradiction,"A group walking in the middle of a walkway with a green divider, and a leader of the protest march is walking by herself off to the right.",The flock is taking a tour.,2,2,2,0.19230769230769232,0.14285714285714285,45.09199905395508,38.92521667480469,-0.014966428279876709,-0.21141767501831055
A group of people in front of some tan colored tents from the american Parkinsons disease association.,A group shows up to an event to support research on Parkinsons,entailment,A group of people from the American Parkinson's Disease Association are in front of some tan colored tents supporting research on the disease.,A group shows up in front of tents from the American Parkinsons disease association.,2,2,1,0.7222222222222222,0.8333333333333334,57.4672737121582,52.60542678833008,-0.13729536533355713,0.9284236934036016
A man in a green shirt is getting his feet wet in front of a wall showing a closeup picture of a face.,The man is waiting for his friend to come meet up with him.,contradiction,A man in a green shirt is getting his feet wet in front of a wall showing a closeup picture of a face enjoying his time alone. ,The woman is in front of a wall.,2,0,0,0.16666666666666666,0.7857142857142857,26.187236785888672,38.758331298828125,0.6247447542846203,0.9444433264434338
A man wearing black pants and a helmet is riding a brown horse.,A man is practicing for a horse race.,entailment,A man wearing black pants and a helmet is practicing to race a brown horce.,The man is on a white horse.,2,2,0,0.2857142857142857,0.5555555555555556,24.755409240722656,93.04789733886719,-0.00844871997833252,0.9972282784437994
A girl in black pants doing exercises.,A girl trying to get fit for a bodybuilding competition.,entailment,A girl in black pants doing exercises for a bodybuilding competition.,A girl trying to get fat by eating raw cookie dough for a bodybuilding competition.,2,2,0,0.5,0.5454545454545454,60.20844650268555,26.24477767944336,-0.30219829082489014,0.9938495579990558
An Asian wearing a pastel print shirt and sunhat pushing his cart up the street.,An Asian man is selling food.,contradiction,An African wearing a pastel print dress and sunhat pushing his cart up the street.,An Asian man is inside.,2,0,0,0.125,0.2857142857142857,153.27902221679688,152.46922302246094,0.9965577470138669,0.9940799819305539
a woman in a brown dress looking at papers in front of a class.,A woman checking papers is a teacher.,entailment,a teacher in a brown dress looking at papers in front of a class of her students.,A woman looking at papers in front of a class is not wearing a blue dress.,2,1,1,0.26666666666666666,1.375,20.6475772857666,43.455726623535156,0.8407420106232166,0.9365574307739735
Woman adjusting her eyeglasses.,Woman adjusting her eyeglasses after reading.,entailment,Woman adjusting her eyeglasses after reading a book.,Woman adjusting her glasses.,2,1,1,0.8,0.42857142857142855,57.389556884765625,30.466114044189453,0.9660245710983872,0.9898146921768785
A four piece band plays a song on a medium-size stage.,The band is playing punk rock music.,entailment,A four piece band plays live rock on a medium-size stage.,The band is playing music on a stage.,2,2,1,0.14285714285714285,0.5,35.68954086303711,62.213279724121094,-0.007804155349731445,0.9813858731940854
A young boy in red leaping into sand at a playground.,A young boy jumps onto his friends sand castle at a playground.,contradiction,A young girl in red leaping into sand at a playground.,A young boy jumps.,2,0,1,0.08333333333333333,0.6153846153846154,114.26940155029297,67.1026840209961,0.9419994056224823,0.9917006841860712
A man and a Woman cutting dough.,A husband and wife making pizza.,contradiction,A husband and wife cutting vegetables for soup.,Three people are cutting dough.,2,0,1,0.75,0.8571428571428571,274.1934509277344,45.80369186401367,0.9907104969024658,0.7009053586516529
A man in green pants and blue shirt pushing a cart.,An old man pushing a cart.,entailment,An old man is in green pants and blue shirt pushing a cart.,A woman pushing a cart.,2,1,0,0.25,0.42857142857142855,39.393585205078125,37.083072662353516,0.9866076691541821,0.9981920225254726
"In an apparent classroom setting, a young man in a blue t-shirt has a book on his knee while a woman dressed in black next to him leans in to point out something in the book.",The man and woman are cooperating.,contradiction,"In an apparent classroom setting, a young woman in a blue t-shirt has a book on his knee while a woman dressed in black next to him leans in to point out something in the book.",The man and woman are looking at the same book.,0,0,1,0.025,0.7142857142857143,22.16139793395996,32.17829132080078,0.12367528676986694,0.3373635411262512
Dog running with a purple toy in the snowy field.,A dog is excited.,entailment,Excited dog running with a purple toy in the snowy field.,A cat is excited.,2,1,0,0.18181818181818182,0.2,169.3220672607422,187.54420471191406,0.9049427062273026,0.9993823179684114
A young ladies squatting at hillside sipping on a drink the other one with the white purse is talking pictures.,A group of hikers pause for a break.,contradiction,A young ladies squatting at hillside sipping on a drink the other one with the white purse is talking pictures before they begin their hike.,A group of all-male hikers pause for a break.,2,2,0,0.23809523809523808,0.3333333333333333,126.31436920166016,110.75945281982422,-0.05549055337905884,0.9734597969800234
Two people are participating in the sport fencing.,Two people competing in a fencing tournament,entailment,Two people are participating in a fencing tournament.,Three people are fencing.,2,1,0,0.3333333333333333,0.7142857142857143,116.1400146484375,33.92705535888672,0.9440508536063135,0.996773037215462
A man in a pinstriped suit walks down the street and does n't notice the quirky poster on his left.,The man who just purchased a pinstriped suit for a formal dinner didn't notice the poster to his left that shows a man wearing the same suit.,entailment,A man in his just-bought pinstriped suit walks down the street for a  formal dinner and does n't notice the quirky poster on his left depicting a guy modeling the exact thing.,A man is walking down the street,2,1,1,0.7619047619047619,0.9310344827586207,31.981298446655273,48.37169647216797,0.7915288181975484,0.9583195419982076
Two brown and white dogs running on a grassy but brown fenced yard.,"The dogs wanted to find the end of the fence, but it seemed to keep on going, always turning into yet another stretch of distance.",contradiction,Two brown and white dogs running on a grassy but open yard.,The dogs can leave the yard at any time.,2,2,2,0.14285714285714285,0.8571428571428571,38.07124710083008,48.73369598388672,-0.020365893840789795,-0.43829411268234253
A small dog runs to catch a ball.,The dog is a chihuahua.,contradiction,A small bulldog runs to catch a ball.,The dog is asleep.,2,2,0,0.1111111111111111,0.3333333333333333,50.29000473022461,26.7763671875,-0.28344058990478516,0.9951036940328777
A police person is on a motorcycle on the side of a street.,A policewoman is sitting on the motorcycle behind the parked car.,contradiction,A male police officer is on a motorcycle on the side of a street.,A motorcycle has a police person on top of it.,2,0,1,0.14285714285714285,0.8333333333333334,21.179365158081055,17.43720817565918,0.9628444463014603,0.9630905711092055
There is a woman in a white tank top and camouflage pants with a big black belt on a stage holding a microphone.,A woman is getting ready to perform a song for the audience.,entailment,There is a woman in a white tank top and camouflage pants with a big black belt on a stage holding a microphone to prepare to perform.,The woman on a stage is holding a microphone.,2,2,1,0.16666666666666666,0.7692307692307693,18.880176544189453,22.341922760009766,-0.11840671300888062,0.9855517670512199
Two gondola operators sit along a road in Italy.,The gondola operators are taking a work break.,entailment,Two gondola operators sit along a road in Italy during their break.,The gondola operators are working without taking a break.,2,1,2,0.3,0.3333333333333333,37.86743927001953,40.084930419921875,0.816242862958461,-0.0494006872177124
"A middle-aged woman with red-hair, a white shirt, and a silver beaded necklace is holding a yellow cellphone against her ear while talking.",She was calling her husband on her cellphone.,entailment,"A middle-aged woman with red-hair, a white shirt, and a silver beaded necklace is holding a yellow cellphone against her ear while talking to her husband.",The red haired woman was talked to someone.,2,1,1,0.1,0.8888888888888888,45.6568489074707,25.907440185546875,0.8682579700835049,0.9638273422606289
a dog jumps over the pole.,"Dog is participating in a competition, showing his agility training.",entailment,A dog jumps over the pole to much applause from the judges of the agile championship.,A cat jumps over a pole.,2,1,0,1.5714285714285714,0.8333333333333334,30.95881462097168,88.3261489868164,0.5146538981935009,0.9995869724079967
A boy posing on the soccer field.,The boy is on a soccer team.,entailment,A boy posing with his soccer team.,The boy is on a football field.,2,1,0,0.375,0.25,33.34575271606445,31.094806671142578,0.8913082298822701,0.9974225838086568
A woman in a red jacket walks down the street in the rain.,Woman walks down street on sunny day,neutral,A woman in a red jacket walks down the street.,Woman walks down street wearing a red jacket.,0,2,1,0.21428571428571427,0.7142857142857143,22.584962844848633,39.28757095336914,0.993400412146002,0.9868110880925087
Men wearing blue uniforms sit on a bus.,Men drive the bus into the ocean.,neutral,Men wearing blue uniforms drive the bus.,Men in uniforms are on a blue bus.,0,2,1,0.3333333333333333,0.875,53.852481842041016,63.80471420288086,0.5427535617200192,0.9645554401595291
A man in a suit cheering in a library in front of children.,A boy is attending a club meeting.,neutral,A short man in a suit is in a library with children.,A young male is a not at a gathering.,0,0,0,0.35714285714285715,0.875,170.16163635253906,44.5825080871582,-0.0034656524658203125,-0.020120739936828613
An old man holds up a sign.,A man is sleeping.,neutral,An old man in bed.,A man is holding a red sign.,0,2,2,0.5,0.8,22.094654083251953,47.73888397216797,0.9349795789748896,0.9985007257491816
A passenger wearing a life jacket prepares to take a picture of a whale very close to the boat.,A man is taking a picture of a goldfish.,neutral,An old passenger wearing a life jacket prepares to take a picture of a fish very close to the boat.,A man is taking picture of a blue whale.,0,2,2,0.15,0.3,34.54341125488281,29.837650299072266,0.9901580086443573,0.9965685477945954
Several adults look on while a young girl plays in a ball pit.,A young girl is sitting in her chair.,neutral,Several adults look on while a young girl plays.,A young girl is playing.,0,2,1,0.2857142857142857,0.4444444444444444,37.55510711669922,38.12978744506836,0.8133028383599594,0.9754049943876453
"A blond woman with a tattoo of on an angel on her arm walking down the street, a concrete wall in the background.",Nobody has a tattoo,neutral,A blond woman is walking down the street with a concrete wall in the background.,A woman has a tattoo.,0,0,1,0.44,0.75,34.77555465698242,41.40861892700195,-0.009248971939086914,0.9926200705212977
A four piece band plays a song on a medium-size stage.,A three piece band plays a song on a medium-size stage.,neutral,A three piece band plays a song.,A four piece band plays different instruments on a medium-size stage.,0,2,0,0.5,0.21428571428571427,21.002168655395508,26.239961624145508,0.996880586608313,-0.5455601215362549
An elderly woman with a tan nun uniform on and glasses is taking a picture with her camera.,A woman is in a green nun uniform,neutral,An elderly woman with a nun uniform on and glasses is taking a picture with her camera.,A woman is capturing a moment using technology.,0,2,1,0.05263157894736842,0.625,100.49580383300781,69.92509460449219,0.992155215702951,0.9527370305731893
"A juggler wearing a plaid kilt and a green shirt, juggling.",A person rides a bike down a hill wearing pants.,neutral,A cyclist wearing plaid pants and a green shirt is biking.,A scottish person is juggling.,0,2,2,0.38461538461538464,0.8181818181818182,82.5401840209961,68.04385375976562,0.9599742735445034,0.9792762244760524
A red dog jumps and catches a tennis ball in its mouth.,a man eating popcorn,neutral,A man jumps and catches something in his mouth.,Someone threw a tennis ball to a dog.,0,0,1,0.46153846153846156,2.0,33.45283889770508,137.9086456298828,-0.011578261852264404,0.47599654180567086
A woman cook in an apron is smiling at the camera with two other cooks in the background.,A woman not paying attention to the camera,neutral,A woman cook in an apron is smiling with two other cooks in the background.,A woman is paying attention to the camera,0,0,1,0.15789473684210525,0.125,38.06205368041992,58.370723724365234,-0.00908726453781128,0.7508793222950771
"Two men holding a Chinese lantern that's yellow and red, one man has a drill and the other is smiling.",A man and his daughter build a doghouse while the dog sits behind them.,neutral,"A father and daughter are building a doghouse that's yellow and red, and the father has a drill and the dog is watching them.",A man and his friend hold a Chinese decoration.,0,1,1,0.6086956521739131,0.6,54.12909698486328,27.482646942138672,0.8277581614129303,0.4973354619614838
A man with a beard is playing an acoustic guitar on the street.,A woman flashes bystanders.,neutral,A woman passes by the street.,A musician plays guitar.,0,0,1,0.7142857142857143,0.6,28.975814819335938,130.9564208984375,-0.2875569462776184,0.9743826017620449
Two men in hard hats and safety neon vests on scaffolding working outside in the daylight.,A school class visits the museum of modern art.,neutral,Two men in hard hats and safety neon vests on scaffolding working outside in the daylight and watching the school bus park near the Museum of Modern Art.,Men work on an elevated platform.,0,2,1,0.7058823529411765,0.9,118.67737579345703,78.70591735839844,0.5688949231334846,0.8975924828182542
A blond man playing a guitar.,A bald man is playing a guitar.,neutral,A man with a hat is playing a guitar.,A blond man plays some music.,0,2,1,0.7142857142857143,0.625,49.4880256652832,25.160390853881836,0.9005404993658885,0.736206351662986
Two dancers in pink tops and striped capri bottoms perform on stage barefoot.,Two magicians are performing on stage.,neutral,Two performers in pink tops and striped capri bottoms perform on stage barefoot.,Two ballerinas are dancing on the stage barefoot.,0,2,2,0.07142857142857142,0.5714285714285714,46.14867401123047,90.3128433227539,0.9970958561170846,0.7482195824850351
Expert snowboard is trying a new trick.,The person is surfing on the water.,neutral,The expert athlete is trying a new trick.,The person is jumping on the snow.,0,0,2,0.375,0.25,70.83525848388672,53.670658111572266,-0.0005640387535095215,0.9815854092594236
A city street corner with two passing bicyclists and several pedestrians.,The people are indoors.,neutral,A city street corner with the crosswalk signal about to change.,The people are outdoors.,0,0,1,0.5,0.2,92.99942016601562,116.89814758300781,0.0006350874900817871,0.9902573303115787
A black and white picture of a city street with a food vendor in the foreground.,The colors has disappeared form the world.,entailment,A picture of a city street with a food vendor in the foreground but no colors.,The picture has a food vendor.,0,1,1,0.35294117647058826,0.625,28.765640258789062,84.65355682373047,0.8902809210121632,0.9127412624657154
A brown dog is in the middle of a line of dogs chasing a dirty tennis ball over dirt.,The tennis ball is clean.,neutral,A brown dog is in the middle of a line of dogs chasing a tennis ball over dirt.,The tennis ball is green.,0,0,2,0.05,0.16666666666666666,40.0245475769043,36.23161697387695,-0.46455228328704834,0.9822458915878087
An accident involving a green Sudan and a gray van.,Two cars waited patiently for the light to turn green.,neutral,A green Sudan and a gray van in traffic.,Two cars involved in an accident.,0,2,1,0.5454545454545454,0.7272727272727273,112.93682861328125,92.09002685546875,0.8931463658809662,0.8400889299227856
"3 cyclists are racing ahead of a red BMW, with the leader wearing solid white helmet and black cycling pants",Three people are riding horses across a course.,neutral,3 riders are on horses.,Three short people are racing ahead a BMW.,0,2,2,0.9047619047619048,0.5555555555555556,197.150146484375,112.66557312011719,0.9908618670451688,0.9978478294360684
A snowboarder with a maroon coat sails through the air.,The snowboarder is naked.,neutral,A snowboarder with a maroon coat in his hand sails through the air.,The snowboarder is obese.,0,0,2,0.2727272727272727,0.2,39.07988739013672,32.821563720703125,-0.00020182132720947266,0.9537831837660633
A team of surgeons operate on a female patient.,The surgeons are operating on a male patient.,neutral,A team of surgeons operate on a patient.,The surgeons are operating on a female.,0,2,1,0.1,0.2222222222222222,29.026552200317383,27.219181060791016,0.9984515315736644,0.9898107935441658
An elderly Man wearing a olive green shirt and red and white striped apron is stacking cheese.,A women is eating some friend dumpling dumplings,neutral,An elderly Man wearing a olive green shirt and red and white striped apron is stacking cheese in the restaurant while a woman eats.,A person is preparing to cook cheese.,0,0,2,0.3888888888888889,0.75,94.14948272705078,87.02986907958984,-0.06616151332855225,0.5327980213332921
A lady in a red shirt and bikini bottoms is about to go surfing on a blue board in the ocean.,A woman is surfing in her pool.,neutral,A lady in a red shirt and bikini bottoms is about to practice surfing on a blue board.,A woman will be surfing in the ocean.,0,2,1,0.18181818181818182,0.5,31.6234130859375,46.34827423095703,0.8354930263012648,0.9495838254952105
A boy is riding down the road between two cows.,A single cow is alone.,neutral,A tall boy is riding down the road next to a cow and distant animals.,A two cows are on the road.,0,0,1,0.7272727272727273,1.0,42.89762496948242,70.92938995361328,-5.418062210083008e-05,0.9521323302178644
"two male's in a karate class, one who is in the air with a blue and orange belt and one who is about to get kicked in the face.",two people do jump kicks,neutral,"two male's in a class, one who is in the air with a blue and orange belt and one who is about to get kicked in the face.",two people do martial arts,1,1,1,0.03125,0.4,38.02686309814453,50.2681999206543,-0.02061152458190918,0.2568400502204895
A man walks by a building at night.,A man is sitting in the sun.,neutral,A man sitting by a building during the day.,A man is walking on the street.,0,1,1,0.4444444444444444,0.375,27.96139144897461,32.277732849121094,0.9251548337051645,0.8362058090278879
A woman runs on the beach.,The old lady spends a good time relaxing on the lounge.,neutral,A woman suns herself on the beach.,A woman runs near water.,0,0,1,0.2857142857142857,0.9166666666666666,50.707149505615234,55.505226135253906,-0.10407030582427979,0.9051871878255042
A man standing on a street with a suitcase in front of him while another man bends down to look at what is displayed on top of it.,Two men lie on tables in the morgue.,neutral,A young man in a morgue with a suitcase in front of him while another man tries to look at what is displayed on top of it.,A white man is standing on the street.,0,0,2,0.20689655172413793,0.7777777777777778,18.631439208984375,26.76997184753418,-0.0005583763122558594,0.9986969392066385
A baby sitting in a highchair looking delighted.,The baby is crying.,neutral,A baby sitting in a highchair.,The baby is hungry.,0,2,2,0.2222222222222222,0.2,61.580989837646484,31.06023406982422,0.9678441533469595,0.9589136490249075
A person is posed with one leg raised and one arm out at a competition with their teammates in the background.,A man posed with both arms out at a competition.,neutral,A person is posed with some limbs out and raised with their teammates in the background.,A man posed at a competition.,0,2,2,0.4090909090909091,0.36363636363636365,60.0531005859375,71.82498168945312,0.9361632987856865,0.5690846368670464
A man hammering nails on a shed.,The shed is made of t-shirts.,neutral,A man hammering something on a shed.,The shed is in need of repair.,0,0,1,0.125,0.5555555555555556,42.108028411865234,63.46710205078125,-0.20236259698867798,0.9453276200802065
kids are looking at something on a table.,Some kids are burning the table down.,neutral,kids are using matches on something on a table.,There is a bowl of fresh cookies on the table.,0,0,2,0.3333333333333333,1.125,50.50074005126953,154.88983154296875,-0.32178235054016113,0.9874076112173498
A man wearing a black hat and coat makes a face with a crowd behind him.,A man is taking a shower.,neutral,A man wearing a black hat and coat makes a face in the bathroom.,A man is in front of a crowd.,0,0,1,0.29411764705882354,0.5714285714285714,22.749794006347656,24.249956130981445,-0.017991602420806885,0.9921073151676865
A couple is eating outside at a table and he is pointing at something.,A couple is eating inside at a table and he is pointing at something.,entailment,Two people are eating outside at a table and he is pointing at something.,The couple  eating outside pointed as someone,0,0,2,0.2,0.8666666666666667,174.32029724121094,22.551021575927734,-0.02705228328704834,0.5297900140285492
A young boy wearing an orange uniform stands on the field near a colorful ball.,A girl is wearing a sweater.,neutral,A young girl  stands on the field near a colorful ball.,A boy is wearing a uniform.,0,2,1,0.3125,0.2857142857142857,40.37691116333008,105.0366439819336,0.9762876722961664,0.9840561016571883
The blue kayak is being ridden over a small waterfall.,A guy is working out in the gym.,neutral,The blue guy is in the gym over a small waterfall. ,Someone is kayaking.,0,2,1,0.36363636363636365,0.7777777777777778,90.73902130126953,83.16387939453125,0.7908961793436902,0.9845007986668861
One female and two male musicians holding musical equipment.,There four females,entailment,Four women are holding musical equipment.,There is one female holding a trumpet.,0,1,2,0.6,2.3333333333333335,102.6345443725586,1799.30419921875,0.9849192481487989,0.9909787680953741
"One man, shirtless, and a woman, clothed, jumping in the water.","Two people are in a helicopter, high above the Sahara desert.",neutral,"One man, shirtless, and a woman, clothed, rescued from the Sahara desert ",A man and woman jumped into the water and one had all their clothes on and the other one has some on.,0,0,1,0.25,1.6153846153846154,24.159330368041992,73.22442626953125,-0.07645243406295776,0.5447245085886152
"Two formally dressed, bald older women",Two long-haired young women.,neutral,"Two formally dressed, long-haired women",Two bald women.,0,2,1,0.42857142857142855,0.5714285714285714,894.1722412109375,215.2312774658203,0.974942073575221,0.980599179136334
A younger couple is walking across a crosswalk outside with a very busy bus stop behind them.,There are people inside of a store.,neutral,A younger couple is walking across a crosswalk outside with a very busy bus stop and store behind them.,There are thousands at the bus stop.,0,0,2,0.1111111111111111,0.625,41.358802795410156,57.31232833862305,-0.0006636977195739746,0.9790655131218955
A man touching a hanging strand of lamps.,A man has his hands shoved into his coat pockets.,neutral,A man touching a hanging strand of a lamp that he'd kept within one of his pockets.,A man has a hand extended.,0,0,1,1.2222222222222223,0.6363636363636364,268.6582336425781,66.45813751220703,-0.00886756181716919,0.901415176604587
A mountaineer about to descend down a mountain with a blue helmet on.,A man is drinking hot cocoa inside a lodge.,neutral,"A mountaineer about to descend down a mountain with a blue helmet on, he is meeting his brother at the lodge.",A man is wearing a helmet.,0,0,1,0.6428571428571429,0.5,37.113059997558594,42.42719650268555,-0.03660309314727783,0.5354231964649898
A dog standing near snow looking at water.,A cat is laying on the couch.,neutral,A large cat lying near snow looking at water.,A white dog is standing on the near snow.,0,0,2,0.3333333333333333,0.625,91.1045913696289,114.48755645751953,-0.002865612506866455,0.9649411689460976
"Children at daycare playing on rings, and poles, one parent standing and holding her child and one teacher is sitting on the bench watching the others play.",Children are body slamming each other.,neutral,"Children at daycare playing on rings and poles make contact, while one parent is standing and one teacher is sitting on the bench watching the others play.",Children are playing on blue rings.,0,0,2,0.3,0.5714285714285714,86.03809356689453,84.79427337646484,-0.18639224767684937,0.9612043239176273
A man sits outdoors with some of his belongings.,A man is inside.,neutral,A man sits with some of his belongings.,A man is outdoors with some of his things.,0,2,1,0.1,1.2,21.947052001953125,45.65882873535156,0.6521937914658338,0.9800501868594438
The dog is in the snow in front of some trees.,A cat plays in the snow.,neutral,The family pet is in the snow in front of some trees.,A dog is in the snow.,0,0,1,0.16666666666666666,0.2857142857142857,24.635784149169922,42.31370544433594,-0.10366523265838623,0.9924104482797702
A motorist gets some air over a rough hill.,A motorist has stalled.,neutral,"A motorist gets some air over a rough hill, but dislodges his engine because he landed too hard.",A motorist has stalled before.,0,0,2,1.0,0.2,106.00183868408203,69.06376647949219,-0.5002375841140747,0.8350035157054663
two people riding their bikes down a street together.,A couple gets married at the courthouse.,neutral,two people riding their bikes down a street together to the courthouse.,A person rides their bike.,0,0,1,0.3,0.75,47.940162658691406,45.92348098754883,-0.04668450355529785,0.9429600526491413
The white dog is pulling a large stick.,The dog is taking a nap at the park.,neutral,The white dog is dreaming about pulling a large stick.,The dog is pulling a toy stick.,0,0,2,0.2222222222222222,0.5,38.64288330078125,48.556800842285156,-0.029103219509124756,0.8799872675735969
A hand holds a strainer with a small amount of liquid in it with a table with bins in the background.,A city of ice sits in the distance.,neutral,A hand holds a strainer with a small amount of liquid in it with a table with bins in the background and a city can be seen in the distance.,A city of ice sits in the distance from the table,0,0,0,0.4090909090909091,0.3333333333333333,48.621490478515625,35.98847579956055,-0.21466141939163208,0.004447758197784424
A jubilant crowd dressed fabulously in purple red and yellow-gold move in step on a metropolitan street.,One person walking on the street.,entailment,A person dressed fabulously in purple red and yellow-gold walks on a metropolitan street.,One person walking.,0,1,0,0.25,0.42857142857142855,220.05259704589844,107.79410552978516,0.9438460568198934,-0.0005484819412231445
A group of people is sitting at a large table and using paint brushes to form characters on white paper.,The people are using their fingers to paint with.,neutral,A group of people are sitting at a large table and using body parts to form characters on white paper.,The people are using their brushes to paint with.,1,0,1,0.14285714285714285,0.1,34.648616790771484,40.0190315246582,0.8222952485084534,0.043175458908081055
A man and a child are purchasing ice cream from a man with a hand pushed ice cream cart.,A couple is eating in a restaurant.,neutral,A man and a woman are purchasing food from a man in a restaurant.,A man is buying ice cream.,0,0,1,0.45,0.625,43.06748580932617,25.395692825317383,-0.4432922601699829,0.9801683282421436
