Unnamed: 0,orig_premise,orig_hypothesis,gen_premise,gen_hypothesis,pred_orig_labels,pred_gen_premise_labels,pred_gen_hypothesis_labels,distance_premise,distance_hypothesis,perplexity_gen_hypothesis,perplexity_gen_premise,diff_premise_probs,diff_hypothesis_probs
205,there is a man poking a long stick up towards the ceiling.,the man has no arms.,there is a man pointing a long neck up to the ground.,[CLS] man has no arms.,0,0,0,0.3076923076923077,0.5,91.8705062866211,61.26963806152344,3.927946090698242e-05,-2.7418136596679688e-06
206,a man with two small boys making a purchase from a woman.,the man with the little boys is buying a gift from the woman's store.,the man with two small boys learning a mission from a woman.,[CLS] man with two little boys is approximately a product from the woman's body.,2,0,1,0.23076923076923078,0.4375,77.01923370361328,49.45722961425781,0.9941845927387476,0.8629599288105965
207,a woman standing in front of a large tank at an aquarium turns around to look at the photographer.,a woman wants a new facebook picture of her at the aquarium,a man named in front of a large spotlight at an ambulance dressed up to look out the new.,[CLS] woman managing a new unified glance of her at the aquarium,2,0,1,0.4,0.5,113.62494659423828,166.18710327148438,0.9988158388805459,0.9907174672698602
208,a woman standing in front of a wall holding a can of bud light with her shirt tied into a semi - halter.,the woman who is shown lives in the south.,a woman standing in front of a gypsy holding a cup of scandinavia cuisine with her hair tied to a jewel and halter.,[CLS] woman who is lying dead in the stomach.,2,0,0,0.3333333333333333,0.6,83.71652221679688,51.32642364501953,0.974817578215152,0.9940677327103913
209,a little boy with an orange backpack walks under a tree through the woods.,a boy walks to school through the woods.,"a little girl in an orange bus "" to a girl in the street.",@ boy walks toling through the woods.,2,0,1,0.5333333333333333,0.3333333333333333,139.69937133789062,79.27603149414062,0.9995940388180315,0.9803543747984804
210,a group of people are gathered on a sidewalk in front of a store nearby a littered street.,a group of people are considering whether to shop at the store.,a group of people are put on a dance in front of a fence on a terrorist street.,[CLS] group of people are shown machinery to appear at the store.,2,0,0,0.2631578947368421,0.46153846153846156,86.17888641357422,51.18349838256836,0.996076837531291,0.9963796291267499
211,"a man with a blue, collared shirt sits in front of another man.",a man is looking at his friend,"a man with a leather, pocketed shirt shares in his of buddy man.",[CLS] man is seen at his disposal,2,1,1,0.3333333333333333,0.7142857142857143,64.5659408569336,146.8758087158203,0.9301698952913284,0.9431762844324112
212,"four men in safety gear, one holding a camera, are standing on a platform.",there has been an accident,"two men in tragedy incurred, one holding a camera, one standing on a platform.",destruction has been unknown experience,2,1,0,0.23529411764705882,0.6,251.13650512695312,139.55068969726562,0.9482392519712448,0.9979862840264104
213,two men climbing on a wooden scaffold.,two sad men climbing on a wooden scaffold.,two men danced on a wooden scaffold.,six ordinary men climbing on a wooden scaffold.,2,0,0,0.125,0.2222222222222222,37.034461975097656,55.76236343383789,0.9980460312217474,0.9983610417693853
214,a group of children in costumes are on a stage with red curtains.,a group of children are performing a play,a number of children in opener are on a macbeth with red hair.,[CLS] group of children are physically a costumes,2,1,1,0.2857142857142857,0.625,199.47372436523438,109.57862854003906,0.953321493929252,0.9872226489242166
215,a red truck is parked next to a burning blue building while a man in a green vest runs toward it.,the burning blue building will turn to dust after an hour.,a red logo is parked next to a mickey blue building. a man in a yellow car runs through it.,[CLS] burning green building will turn to earth with an arrow.,2,0,0,0.2727272727272727,0.5833333333333334,78.530029296875,94.45201110839844,0.8689658641815186,0.8716670870780945
216,a man in a blue jogging suit is running on the sidewalk in front of a painting.,the man is sweating from his run.,a man in a white lung warlord isiated on the floor in front of a puzzle.,[CLS] man is differentiated from his body.,2,1,1,0.3888888888888889,0.625,79.06446838378906,144.106201171875,0.5455393362790346,0.9749311376363039
217,a band performing at a local bar or club.,the band is playing rock music,a modeling version at a local bar or club.,the band is playing music.,2,0,1,0.2,0.3333333333333333,50.8117561340332,157.526123046875,0.6673673767945729,0.9818554790108465
218,a group of people are sight seeing and taking pictures.,the group is on vacation,a number of people are officially returning and taking adventure.,[CLS] group is taken remotely,2,1,1,0.36363636363636365,1.0,225.64004516601562,159.93753051757812,0.8869985410710797,0.9971010753652081
219,"a little boy with a shirt, shorts and socks on, standing on the beach.",a boy is watching the ocean.,"a little boy with a shirt, shorts and socks on, singing on the chorus.",[CLS] boy is inside the car.,2,0,0,0.11764705882352941,0.7142857142857143,59.652339935302734,63.19278335571289,0.9992177059757523,0.9993518760311417
220,"five people standing on a stage, getting ready to perform, who are unrecognizable due to the lack of lighting.","at a rock concert, the audience screams and cries at the handsome singer and his bass guitarist.","the people participate in a theater, getting ready to dance, but are unrecognizable due to the lack of experience.","[CLS] a live concert, the audience screams and cheers at the famous singer and his backup guitarist.",0,0,0,0.3181818181818182,0.3684210526315789,55.321739196777344,49.04824447631836,0.00668865442276001,0.005573868751525879
221,a man with a cowboy hat and a gentleman with sunglasses on his head are seated next to each other.,the very differently dressed men sit next to each other,a man with a special hat and a groom with twinkle on his head are seated next to each other.,[CLS] here basic armoured men sit next to each other,0,0,1,0.14285714285714285,0.6,62.34560775756836,48.53221893310547,0.3232254981994629,0.7320750653743744
222,expert snowboard is trying a new trick.,the person is snowboarding on top of a mountain.,factory snowboard : irwin a new person.,[CLS] snow is snowboarding on top of a whale.,2,0,0,0.5,0.5,115.3471450805664,146.3696746826172,0.7593914270401001,0.9349192976951599
223,a woman lowering ballast on a boat.,the captain of the boat is preparing for rough waters.,a person still remains in a pool.,[CLS] trunk of the boat is searching for boiling waters.,2,0,0,0.625,0.5454545454545454,239.98126220703125,98.1167221069336,0.9632179588079453,0.9566939324140549
224,a small child is riding in a red wagon.,a kid is in a wagon and someone is pulling it.,a young host is rowing in a red kicker.,a human is in a dwelling and human is being it.,2,0,1,0.4,0.3333333333333333,93.8047866821289,117.566650390625,0.9820248166797683,0.9751415159553289
225,a group of people sitting around a table eating food.,people are at a table eating christmas dinner.,a group of people are at a table selling sex.,alone are at a table eating christmas eve.,2,0,0,0.36363636363636365,0.2222222222222222,66.12828063964844,73.86766815185547,0.9984069762867875,0.9988345204037614
226,"a person dressed in a dress with flowers and a stuffed bee attached to it, is pushing a baby stroller down the street.",an old lady pushing a stroller down a busy street.,"a worker dressed in a shirt with wings and a mini stick attached to it, is transporting a baby platter down the street.",an old pony rolls a stroller through a deserted street.,2,0,0,0.28,0.36363636363636365,44.59116744995117,52.181915283203125,0.6260049343109131,0.6262240409851074
227,"a woman wearing an elaborate array of feathers in her hair, a bead necklace, a medallion, and an aqua, brown, and olive - green dress and looks off to her left, smiling slightly.",a woman smiles at someone to her left,"a woman wearing an elaborate array of armour in her hair, a deviced necklace, a necklace, and an additional, green, and gold - type dress and tender off to her left, cheerfully mouthed.",[CLS] woman merely in cognition to her left,2,1,1,0.25,0.75,93.31298065185547,123.6028823852539,0.74322210252285,0.840464398264885
228,"a man wearing a checkered shirt, cream suit and tennis shoes sits on a bench.",the guy is on the bench waiting for his wife,"a man wearing a whiteered jacket, defend various andcturing shoes sitting on the bench.",[CLS] krishna is on the floor waiting for his wife,2,0,0,0.47058823529411764,0.5,37.82266616821289,169.04293823242188,0.7148680277750827,0.9950456806109287
229,two cars are being driven in a car race.,a bugatti and a lambourgini compete in a road race.,two dolphins are also used in a rubber race.,cuckoo bugatti'bears lambouryani compete in a sprint race.,2,0,0,0.4,0.5454545454545454,292.7928161621094,192.57472229003906,0.7182116508483887,0.6885467767715454
230,a crowd walks about a square at night with smoke or fog drifting over them.,a group of people walk through tear gas.,a camera hangs around a building at night with clouds and fog swirl over them.,[CLS] group of people walk in tear gas.,0,0,0,0.4375,0.4444444444444444,125.636474609375,84.48516082763672,0.0008121132850646973,-0.0015537142753601074
231,"a lady is helping another woman work in a silver compartment, which is most likely related to nurse - work.",two woman are trying to finish orders from a doctor,"a number is ensuring another woman engaged in a regardologists, which is most likely related to another supervising doctor.",two individuals are permitted to take or. a lady,2,1,1,0.36363636363636365,0.6,166.172607421875,271.4854431152344,0.8289226331980899,0.9682773390086368
232,batter hits a baseball,a man in a baseball game hits a foul ball.,homernington a foul,[CLS] batter in a baseball game consuming a moving ball.,2,1,1,0.75,0.5454545454545454,408.9858093261719,448.969970703125,0.8241239823400974,0.9359904564917088
233,a group of children in african clothing.,some humans in green clothing,a group of ducks in african ideals.,@ everyone in green uniforms,2,1,0,0.25,0.6,546.7615356445312,434.94171142578125,0.865792821161449,0.980961037799716
234,in this picture it appears that a man is falling off a bull while attempting to ride the animal.,the man is a farmer,in this chapter it starts that a man is hired into a farmer while tending to walk the land.,[CLS] man was wearing animals,2,1,1,0.4,1.2,102.80362701416016,111.6899642944336,0.7064481196575798,0.853856724279467
235,"a woman is sitting outside at a table, using a knife to cut into a sandwich.",a woman is sitting outside waiting for her friend.,"a woman is tied up at a table, using a mirror to cut out a corpse.",[CLS] woman is sitting alone waiting for her bible.,2,0,0,0.2777777777777778,0.5,62.654212951660156,65.67567443847656,0.9346149638295174,0.927728958427906
236,a group of children playing with props,the children are playing with machine guns.,a cartoon of children playing with animals,[CLS] children are playing with unarmed cries.,2,0,0,0.2857142857142857,0.625,178.86105346679688,67.42566680908203,0.9939798540435731,0.9943723506294191
237,an old man in a pink polo looks through a telescope with a small child standing next to him while others stand with their telescopes in the background.,an ugly old man in a pink polo looks through a telescope with a small child standing next to him,an old man in a pink polo flash through a painting with a small girl standing next to him and moving in with their twinkle in the background.,an actual old woman in a pink polo looks through a telescope with a small child standing next to him,2,0,0,0.2413793103448276,0.1,14.26637077331543,31.737199783325195,0.9954522781190462,0.9983630709466524
238,a woman in a blue apron is holding a container of ice cream.,a woman is standing in a kitchen.,a man in a pub onstage is holding a pot of ice cream.,[CLS] woman is shown in a colour.,2,0,1,0.2857142857142857,0.625,92.82991027832031,51.96076202392578,0.9971617441624403,0.7560765594244003
239,"a woman is sitting in a chair, while a man is going through the sport utility vehicle.",a girl is sitting waiting to leave for vacation,"a man is sitting in a chair, while a woman is going through the proper process field.",[CLS] kitten is sitting ready to watch for fairies,2,0,0,0.2631578947368421,0.7777777777777778,114.52801513671875,67.14431762695312,0.9823582768440247,0.9851868152618408
240,a black and white picture of a city street with a food vendor in the foreground.,the food vendor is selling hot dogs.,= black and white cartoon of a city street with a balloon maker in the foreground.,the motorway worker is making spit dogs.,2,0,0,0.23529411764705882,0.5,101.52906799316406,112.25405883789062,0.981856671278365,0.9992797645973042
241,"a group walking in the middle of a walkway with a green divider, and a woman is walking by herself off to the right.",the group is taking a tour.,"the group dies in the middle of a fight with a green struggler, and a woman is seen by herself, to the right.",[CLS] group is driving a motorcycle.,2,0,0,0.23076923076923078,0.7142857142857143,45.87044143676758,61.426876068115234,0.9937453388702124,0.997095477534458
242,"a man, wearing a cap, is pushing a cart, on which large display boards are kept, on a road.",the person is stealing display boards.,"a man, wearing a dress, is holding a hat, on which large decorative panels are placed, on a table.",[CLS] man is stealing playground boards.,0,0,0,0.2916666666666667,0.7142857142857143,98.85895538330078,60.544132232666016,0.054458558559417725,0.05182671546936035
243,a group of people in front of some tan colored tents from the american parkinsons disease association.,a group shows up to an event to support research on parkinsons,a section of people in front of this tandome programs toward the national parkinsons disease fringe.,coherent group shows itself to an event to support hygiene on canines,2,1,1,0.4444444444444444,0.3333333333333333,321.5632629394531,233.7998504638672,0.7900845911353827,0.9647236373275518
244,two little boys are playing on stairs that have a carpet runner going down them.,two little boys are pretending they are climbing a large mountain.,"two little boys are hooked on boxes that have a drunken party going on "".",these little boys are pretending they are driving a paved bicycle.,0,0,0,0.375,0.3333333333333333,79.32711791992188,136.62359619140625,0.2685154676437378,0.2666674256324768
245,a man in a green shirt is getting his feet wet in front of a wall showing a closeup picture of a face.,the man is waiting for his friend to come meet up with him.,a man in a blue shirt is unharmed the real accountable in front of a microphone resembling a closeup picture of a gun.,the man is waiting for his son to come into venus with him.,2,0,0,0.3333333333333333,0.21428571428571427,39.6066780090332,57.05465316772461,0.9108992032706738,0.9566543512046337
246,a man wearing black pants and a helmet is riding a brown horse.,a man is practicing for a horse race.,a woman wearing red dress and a butterfly is for a white horse.,[CLS] man is possible for a horse rider.,2,0,1,0.42857142857142855,0.5555555555555556,94.43093872070312,81.56086730957031,0.9934951799368719,0.9914793913485482
247,a girl in black pants doing exercises.,a girl trying to get fit for a bodybuilding competition.,a clown in the culture at school.,a girl trying to get revenge for a body proof payment.,2,0,0,0.625,0.36363636363636365,145.59915161132812,85.344482421875,0.9987551990780048,0.9870784107479267
248,an asian wearing a pastel print shirt and sunhat pushing his cart up the street.,an asian man is selling food.,he idol sporting a pastel red shirt and tie pantry bring his nagoya up the street.,every asian man is a steak.,2,1,0,0.5,0.42857142857142855,181.7751007080078,260.6281433105469,0.846362131414935,0.9964641081169248
249,a woman in a brown dress looking at papers in front of a class.,a woman checking papers is a teacher.,a woman in a red dress looks at thinking in front of a microphone.,[CLS] woman washing herself is a teacher.,2,0,0,0.26666666666666666,0.625,89.90208435058594,68.91539764404297,0.9715576055459678,0.9929644945077598
250,woman adjusting her eyeglasses.,woman adjusting her eyeglasses after reading.,the archer and telescope wases.,[CLS] mr her eyeglasses all hq.,2,0,0,1.0,0.8571428571428571,116.42674255371094,379.2867431640625,0.9124584274832159,0.8305374460760504
251,a four piece band plays a song on a medium - size stage.,the band is playing punk rock music.,"a great classical band plays a harp on a portable, theatrical stage.",[CLS] band is literally generic in music.,2,0,0,0.42857142857142855,0.75,247.68679809570312,83.11293029785156,0.9989275343250483,0.9978312260936946
252,a young boy in red leaping into sand at a playground.,a young boy jumps onto his friends sand castle at a playground.,a mature boy in a looks into grass at a park.,[CLS] young boy jumps onto his airship and zombies at a playground.,2,0,0,0.4166666666666667,0.46153846153846156,115.90362548828125,130.8848876953125,0.9426772892475128,0.9425560534000397
253,a man and a woman cutting dough.,a husband and wife making pizza.,a man and a woman telling laundry.,[CLS] husband and wife with ink.,2,0,0,0.25,0.7142857142857143,176.26608276367188,115.21379089355469,0.99053955078125,0.9831799268722534
254,a man in green pants and blue shirt pushing a cart.,an old man pushing a cart.,a grandfather in bearded pants and white shoes pushing a cart.,##factory creature man appliances a cart.,2,1,1,0.3333333333333333,0.7142857142857143,339.4642639160156,84.79863739013672,0.9856502993497998,0.5160182698164135
255,"in an apparent classroom setting, a young man in a blue t - shirt has a book on his knee while a woman dressed in black next to him leans in to point out something in the book.",the man and woman are cooperating.,"in an apparent cafe setting, a black man in a white t4 sunglasses has a vision on his head while a man dressed in black next to him leans down to find out something in the back.",the man and bears are cooperating.,0,0,0,0.3,0.14285714285714285,58.16492462158203,54.950408935546875,0.1487489938735962,0.15698063373565674
256,dog running with a purple toy in the snowy field.,a dog is excited.,dog throughout with a hurry fear in a snowy field.,[CLS] dog in nature.,2,0,1,0.36363636363636365,1.0,231.40811157226562,723.898681640625,0.6523974546871614,0.9080283790826797
257,a young ladies squatting at hillside sipping on a drink the other one with the white purse is talking pictures.,a group of hikers pause for a break.,"a young woman squatting and being piled on a wall the other side with a white towel and bleeding "".",[CLS] party of smokers dressed for a meal.,2,0,0,0.5238095238095238,0.7777777777777778,263.171875,144.15884399414062,0.9733922649174929,0.9713736940175295
258,two people are participating in the sport fencing.,two people competing in a fencing tournament,two people are deciding in the wimbledon fencing.,[CLS] people dressed in a fencing device,2,1,1,0.2222222222222222,0.7142857142857143,415.0029296875,168.43833923339844,0.9711102298460901,0.9704542211256921
259,a man in a pinstriped suit walks down the street and doesn't notice the quirky poster on his left.,the man who just purchased a pinstriped suit for a formal dinner didn't notice the poster to his left that shows a man wearing the same suit.,a man in a bikini quilted mirror walks down the street and posts people't notice the plastic lesbian socks on his head.,earthly man who had worn a pinstriped suit for a garment difference didn't contain the top to his left that indicated a man wearing the same suit.,2,0,1,0.42857142857142855,0.27586206896551724,54.64834213256836,79.97853088378906,0.9980039335787296,0.9854735458502546
260,a man talking into a microphone with a woman standing next to him.,the woman is sitting in the chair next to the podium.,a man standing in a car and a woman standing next to him.,[CLS] woman is sitting in a chair next to the chair.,0,0,0,0.2857142857142857,0.4166666666666667,30.286880493164062,18.623722076416016,0.001424551010131836,0.0007241964340209961
261,two brown and white dogs running on a grassy but brown fenced yard.,"the dogs wanted to find the end of the fence, but it seemed to keep on going, always turning into yet another stretch of distance.",twohis and three dogs finished on a strong and sturdy fenced correctly.,"[CLS] walkers try to sit the end of the fence, since it tries to keep on going, instead turning into a mystical cloak of light.",2,0,0,0.5714285714285714,0.4642857142857143,102.25892639160156,108.19773864746094,0.9604053553193808,0.9698402341455221
262,a small dog runs to catch a ball.,the dog is a chihuahua.,a small hare runs to catch a ball.,the bear is a feather.,2,0,0,0.1111111111111111,0.3333333333333333,135.14202880859375,54.960575103759766,0.9765765438787639,0.9953850875608623
263,a police person is on a motorcycle on the side of a street.,a policewoman is sitting on the motorcycle behind the parked car.,a boxing door is on a camera on the side of the street.,[CLS] policewoman is seated on the porch behind the parked car.,2,0,0,0.2857142857142857,0.4166666666666667,49.861602783203125,42.23639678955078,0.9671027213335037,0.9673812538385391
264,there is a woman in a white tank top and camouflage pants with a big black belt on a stage holding a microphone.,a woman is getting ready to perform a song for the audience.,there is a woman in a white leather top and flaming pants with a long black belt on a jennings inviting a telecast.,[CLS] woman is relatively ready to sustain a behaviour for the occasion.,2,1,1,0.25,0.5384615384615384,83.18533325195312,76.88702392578125,0.6109868213534355,0.9869857355952263
265,two gondola operators sit along a road in italy.,the gondola operators are taking a work break.,= gondola stunts escaping along a train in italy.,[CLS] gondola operators are taking a robot break.,2,0,0,0.4,0.4444444444444444,164.37860107421875,264.22393798828125,0.9955191893677693,0.9204965515236836
266,"a middle - aged woman with red - hair, a white shirt, and a silver beaded necklace is holding a yellow cellphone against her ear while talking.",she was calling her husband on her cellphone.,"a silver new fiancee woman with red blonde hair, a white shirt, and a white beaded necklace is inter a yellow cellphone over her bodyguard while ionic.",ship was above her father on her cell phone.,2,1,0,0.3,0.5555555555555556,103.10676574707031,147.37754821777344,0.5913538043387234,0.9908844464225695
267,a dog jumps over the pole.,"dog is participating in a competition, showing his agility training.",a fish jumps over the pole.,"vishnu is participating in a competition, introducing his agility abilities.",2,0,0,0.14285714285714285,0.25,173.43032836914062,121.48912048339844,0.9997024862095714,0.6365139214321971
268,a boy posing on the soccer field.,the boy is on a soccer team.,a boy idol on the football team.,[CLS] boy is on a soccer surface.,2,0,1,0.375,0.5,118.37275695800781,73.5237808227539,0.9985899407765828,0.9842495736666024
269,a woman in a red jacket walks down the street in the rain.,woman walks down street on sunny day,a girl in a yellow dress walks down the street in the city.,intentional walks down the on election day,0,2,2,0.2857142857142857,0.42857142857142855,112.97080993652344,48.34250259399414,0.9952475600875914,0.9938245587982237
270,men wearing blue uniforms sit on a bus.,men drive the bus into the ocean.,men wearing blue uniforms drive on a jp.,of accompany the bus from the stadium.,0,2,2,0.2222222222222222,0.5,160.20782470703125,291.5898742675781,0.9622076594678219,0.9949160063115414
271,a man in a suit cheering in a library in front of children.,a boy is attending a club meeting.,a man in a suit lived in a buzzing in front of youth.,[CLS] chang is enjoying a new event.,0,2,2,0.21428571428571427,0.875,176.75904846191406,145.77151489257812,0.7907559929881245,0.9888892828021199
272,an old man holds up a sign.,a man is sleeping.,an old man sleeps in a box.,[CLS] man is heard.,0,1,2,0.375,0.8,123.34829711914062,50.416831970214844,0.9928134373785724,0.5828778357536066
273,a passenger wearing a life jacket prepares to take a picture of a whale very close to the boat.,a man is taking a picture of a goldfish.,a camera using a life jacket manages to take a picture of a prey very close to the shore.,[CLS] passenger is taking a picture of a baltic evening.,0,2,2,0.25,0.6,65.31318664550781,47.274471282958984,0.9921375981066376,0.9854819646570832
274,the man walks among the large trees.,the mas is walking next to dogs.,the mediterranean describes in the large walk.,[CLS] glad is walking next to meadow.,2,2,2,0.5,0.625,211.24160766601562,662.9517211914062,0.04693096876144409,0.01010221242904663
275,several adults look on while a young girl plays in a ball pit.,a young girl is sitting in her chair.,the photographs hang on while a young girl awake in a different setting.,[CLS] mysterious girl is played in her vicinity.,0,2,1,0.42857142857142855,0.6666666666666666,104.29838562011719,93.88260650634766,0.9591214294778183,0.8816790150594898
276,"a blond woman with a tattoo of on an angel on her arm walking down the street, a concrete wall in the background.",nobody has a tattoo,a funeral woman with a vision of a an angel on her feet mourning down the street. a naked wall in the ground.,[unused535] has a tattoo,0,2,1,0.32,0.75,68.64410400390625,171.468505859375,0.49154660070780665,0.6498955088300136
277,a four piece band plays a song on a medium - size stage.,a three piece band plays a song on a medium - size stage.,[SEP] purple leaf < plays a song on a medium titled something stage.,[CLS] instrumental piece band plays a song on a medium - size stage.,0,2,2,0.5714285714285714,0.2857142857142857,54.793678283691406,246.04176330566406,0.9789159850915894,0.8465866403421387
278,an elderly woman with a tan nun uniform on and glasses is taking a picture with her camera.,a woman is in a green nun uniform,an elderly woman with a reverse nun uniform on her inside is taking a picture with her face.,[CLS] woman is in a lovely nursing asylum,0,2,2,0.21052631578947367,0.75,166.0115966796875,114.10370635986328,0.9914353704079986,0.9792670225724578
279,"a juggler wearing a plaid kilt and a green shirt, juggling.",a person rides a bike down a hill wearing pants.,"a rubber man wearing a black ziplt and a pink shirt, wander workout.",a location makes a gig at a bun wearing shirts.,0,2,2,0.5384615384615384,0.5454545454545454,272.10028076171875,182.5318145751953,0.8599216188013088,0.9782923306047451
280,a red dog jumps and catches a tennis ball in its mouth.,a man eating popcorn,a male rack sitting and licking a mu ball in his mouth.,[CLS] dog has something,0,0,1,0.46153846153846156,1.5,143.04080200195312,395.8053894042969,-0.009980320930480957,0.7073871074394447
281,a woman cook in an apron is smiling at the camera with two other cooks in the background.,a woman not paying attention to the camera,a woman absent in the scene is stares at the camera with the other smiles in the background.,[CLS] woman not running backwards to the camera,0,1,1,0.3157894736842105,0.625,120.0300521850586,74.57975769042969,0.9807868945645168,0.976472471957095
282,"two men holding a chinese lantern that's yellow and red, one man has a drill and the other is smiling.",a man and his daughter build a doghouse while the dog sits behind them.,"insable in a door frame that's chained and fluffy, one foot has a pen and the other is smiling.",a completion whispers his brother constructing a lantern tent while the sun stands behind them.,0,2,2,0.391304347826087,0.5333333333333333,165.3270263671875,114.03028869628906,0.8438122663646936,0.9932127986103296
283,a man with a beard is playing an acoustic guitar on the street.,a woman flashes bystanders.,a girl with a lens is playing an electric guitar in the skies.,nightly is marsden bystanders.,0,2,2,0.35714285714285715,0.6,188.0860137939453,195.3197021484375,0.7038558131607715,0.9824332600983325
284,two men in hard hats and safety neon vests on scaffolding working outside in the daylight.,a school class visits the museum of modern art.,two people in the colorful and floating abstract vests on scaffold stands outside in the museum.,[CLS] valuable achievement commemorates the founding of modern art.,0,2,2,0.47058823529411764,0.7,208.93812561035156,226.6013946533203,0.9966643456646125,0.9793614749141852
285,a blond man playing a guitar.,a bald man is playing a guitar.,a victorian man wearing a guitar.,[CLS] wise man is playing a guitar.,0,2,2,0.2857142857142857,0.5,84.62744903564453,96.7768783569336,0.9851589485770091,0.9926461860304698
286,two dancers in pink tops and striped capri bottoms perform on stage barefoot.,two magicians are performing on stage.,they dressed in pink dresses and black capri pants perform on stage together.,[CLS] enactments are performed on stage.,0,2,2,0.42857142857142855,0.7142857142857143,160.47120666503906,69.10599517822266,0.9968418807256967,0.7211625308264047
287,expert snowboard is trying a new trick.,the person is surfing on the water.,@ offshore surf is throwing a new wave.,[CLS] method is knocked on the snow.,0,1,2,0.625,0.75,250.304443359375,436.1175537109375,0.5317661199260328,0.9234636684413999
288,a city street corner with two passing bicyclists and several pedestrians.,the people are indoors.,a coronation street subway with two amtrak bicyclists and several cats.,[CLS] connections are nearby.,0,1,2,0.3333333333333333,1.0,160.1966552734375,402.87939453125,0.985860057247919,0.9442813439527526
289,a black and white picture of a city street with a food vendor in the foreground.,the colors has disappeared form the world.,"entirely black and white inside of a city, with a garbage stand in the foreground.",[CLS] setting has varied throughout the city.,0,1,1,0.29411764705882354,0.875,75.15971374511719,97.77018737792969,0.9281156249344349,0.7506896443665028
290,a brown dog is in the middle of a line of dogs chasing a dirty tennis ball over dirt.,the tennis ball is clean.,a smartphone dog is in the middle of a line of dogs chasing a tennis tennis ball through grass.,the tennis ball is low.,0,2,2,0.2,0.16666666666666666,59.744998931884766,67.10337829589844,0.9839759760070592,0.9593553238082677
291,an accident involving a green sudan and a gray van.,two cars waited patiently for the light to turn green.,"a 177, a green, and a white ford.",[CLS] companions frantically checking for the light to turn around.,0,2,2,0.5454545454545454,0.6363636363636364,284.53155517578125,119.47183227539062,0.9550359547138214,0.9618655741214752
292,"3 cyclists are racing ahead of a red bmw, with the leader wearing solid white helmet and black cycling pants",three people are riding horses across a course.,"3 varieties are arabian riders of a red stripe, with the horse wearing a white jacket and black riding pants",[CLS] people are slick riders protecting a car.,0,2,1,0.38095238095238093,0.7777777777777778,328.4374084472656,153.2870635986328,0.9900732379901456,0.5933419268840225
293,a snowboarder with a maroon coat sails through the air.,the snowboarder is naked.,a deboarder with a reeling leg credits in the air.,[CLS] snowboarder is female.,0,2,2,0.45454545454545453,0.8,88.50921630859375,247.28958129882812,0.9497255975729786,0.9985233242041431
294,a team of surgeons operate on a female patient.,the surgeons are operating on a male patient.,a team of surgeons operating on a captive patient.,[CLS] surgeons are trained on a female patient.,0,2,1,0.2,0.5555555555555556,55.51120376586914,42.834861755371094,0.9981000429834239,0.9315268684877083
295,an elderly man wearing a olive green shirt and red and white striped apron is stacking cheese.,a women is eating some friend dumpling dumplings,an willow person wearing a bear green shirt and black and white striped snacks is feasting stuff.,[CLS] carter is eating some quality tackling peplings,0,2,2,0.3888888888888889,0.875,299.4727478027344,195.6204833984375,0.9938271932769567,0.9468697600532323
296,a lady in a red shirt and bikini bottoms is about to go surfing on a blue board in the ocean.,a woman is surfing in her pool.,a woman in a white shirt and tiger body is about to go surfing on a pool board in the la.,[CLS] woman is surfing in summer bay.,0,1,2,0.2727272727272727,0.625,74.63044738769531,92.27582550048828,0.9260661572479876,0.9569813590496778
297,"a man wearing a purple cap, yellow snow goggles, a periwinkle jacket and red backpack moves quickly through powdery snow near a winter tree.",the man is making a snow angel.,"a man wearing a black coat, a snow jacket fur, a spiwino jacket and a feather is rendered in frosty snow near a forest altar.",the man is making a snow jumper call,2,2,2,0.5185185185185185,0.25,104.00389099121094,152.5919952392578,0.4236711263656616,0.4250562787055969
298,a boy is riding down the road between two cows.,a single cow is alone.,a lone is alive on the road between two livestock.,a third boy is nearby.,0,2,2,0.36363636363636365,0.5,80.3504638671875,154.299072265625,0.958261070860317,0.9821427446731832
299,"two male's in a karate class, one who is in the air with a blue and orange belt and one who is about to get kicked in the face.",two people do jump kicks,"two girls's in a compton class, one who is in the air with a blue and green abdomen and one who is about to get kicked in the back.",two people have faster kicks,1,1,2,0.15625,0.4,43.73480987548828,71.5651626586914,0.17197275161743164,0.7466361224651337
300,a man walks by a building at night.,a man is sitting in the sun.,a man lounge by a sea at sunset.,[CLS] man is moving in the wind.,0,1,1,0.3333333333333333,0.625,96.61785888671875,70.02803039550781,0.9693956064293161,0.9677112387726083
301,a woman runs on the beach.,the old lady spends a good time relaxing on the lounge.,the movie swings on the bedroom.,[CLS] pr lady spends a considerable day out on the beaches.,0,2,2,0.5714285714285714,0.6666666666666666,211.83372497558594,170.4996795654297,0.940382174012484,0.9745746765111107
302,a man standing on a street with a suitcase in front of him while another man bends down to look at what is displayed on top of it.,two men lie on tables in the morgue.,a copy dies on a death with a panel in front of him while another man folds down to look at what is sleeping on top of them.,hopefully men are on disguise in the momentgue.,0,2,2,0.2413793103448276,0.4444444444444444,55.33617401123047,73.09939575195312,0.962016002393284,0.9755221764808084
303,a baby sitting in a highchair looking delighted.,the baby is crying.,a baby sitting in a schoolchair. louder.,[CLS] smile is adorable.,0,2,2,0.3333333333333333,1.0,173.53953552246094,115.66455841064453,0.9881063351058401,0.8296436318778433
