,orig_premise,orig_hypothesis,adv_premise,adv_hypothesis,orig_label,adv_label
337,2 people with backpacks are at a table with a woman with a beige blazer sitting behind it.,10 people are kissing,10 – with fiancees are at a prom with a woman in a pink blazer sitting behind them.,10 people are kissing,0,2
338,a group of adults standing up with children in sports attire kneeling on the ground.,a woman drinks moonshine.,a group of pleasures lights up with painter inzell attire haunt on the ground.,a woman drinks moonshine.,0,2
339,a young girl is standing in a kitchen holding a green bib.,a boy is playing with a firetruck.,a young guy is hand in a crate holding a truck scareb.,a boy is playing with a firetruck.,0,2
340,two little boys are smiling and laughing while one is standing and one is in a bouncy seat.,the little boys are crying.,two little boys are rouse and cow while one is standing and one is in a bouncy tent.,the little boys are crying.,0,2
341,man in leather jacket and scarf sits on purple cushion at a party.,a person is sleeping on the couch.,anna in empty jacket and then amadeus on home shifts at a party.,a person is sleeping on the couch.,0,2
342,a young couple sitting in a black chair smiling.,two young people are angry.,a young couple sitting in a nearby room vomiting.,two young people are angry.,0,1
343,a woman is cutting into a sandwich while sitting at an outdoor table.,the lady on the table is leeping,a woman is falling over a pool while sitting at an outdoor table.,the lady on the table is leeping,1,1
344,a woman wearing a striped wrap is bent over in a cornfield while looking at the camera.,a man wearing a bathing suit is bent over in a cornfield while looking at the camera.,a man wearing a terrible torso is bent over in a cornfield while looking at the camera.,a man wearing a bathing suit is bent over in a cornfield while looking at the camera.,0,2
345,a smiling man and a baby girl posing for photo.,a girl poses for a selfie with her mother.,a silhouette girl and a young girl posing for breasts.,a girl poses for a selfie with her mother.,0,2
346,a bicyclist wearing white sunglasses and a white and black helmet.,nobody has sunglasses,a semicyclist wearing white leg and a yellow and black trousers.,nobody has sunglasses,0,2
347,a man in a dark long rainproof jacket but dry hair walks to the left in a city that has recently rained.,the man is sitted in the bar,"a man in a dark gray wine wine jacket but comfortable, looks to the left of a cigar that has been closed.",the man is sitted in the bar,0,2
348,a woman with a vest and red shirt is holding her hand up above a black and white dog that is jumping.,the woman is wearing a full sleeved jacket.,"a woman guarding a shade and red harper is holding her hand, and a black and white dog that is reading.",the woman is wearing a full sleeved jacket.,0,2
349,a large group of people walking in a busy city at night.,people are outside in a park.,a small group of people sit in a sunny garden city park.,people are outside in a park.,0,1
350,two children play in the snow by the side of the road.,toddles are roasting marshmallows.,two eagerly den in the playhouse by the side of the road.,toddles are roasting marshmallows.,0,2
351,"a man sitting on a statue outdoors, near a woman standing next to him.",children playing baseball at the park,"a descendant out on a ball play, beside the boys standing next to him,",children playing baseball at the park,0,2
352,an asian teenager wearing a white shirt with black stripes is sitting on the steps with his face resting on his hand.,the teenager is sliding down the railing.,an asian teenager wearing a white shirt and black deck is shown on the bunk with his face vibration on his hand.,the teenager is sliding down the railing.,0,2
353,a man of the cloth puts a black substance on a man's forehead.,the women are at the park.,a man of the day kicked a golden duck on a woman's shoulder.,the women are at the park.,0,2
354,a woman wearing a pink tank top holding a mug of liquid,a woman in a blue tank top holding a car.,a. wearing a blue tank top holding a plastic of liquid,a woman in a blue tank top holding a car.,0,2
355,"two black guys, that are on rival teams playing basketball.",two women playing basketball.,"two black women, that are on athletic teams play basketball.",two women playing basketball.,0,1
356,a woman is holding a large check for kids food basket.,she is stealing from them.,a woman is holding a large leap for unrelated other victims.,she is stealing from them.,0,2
357,swimming in the wide blue ocean.,the ocean swims in the blue wideness.,drifted in the wide blue sea.,the ocean swims in the blue wideness.,1,1
358,two men and one woman with blond - hair walk through a gate with barbed wire on top.,two dogs are walking throught a gate.,two sons and one daughter with blond feather hair paws through a gate withiel wire on top.,two dogs are walking throught a gate.,0,1
359,man and a child at an exhibit booth looking at something.,a woman and her dog are eating breakfast.,kate and a multitude at an airport pub eat at breakfast.,a woman and her dog are eating breakfast.,0,2
360,a woman swings on a rope overlooking a red farmhouse and gated pastures and tall trees.,the woman is hanging out with her kids,a woman garden on a sofa with a red ponytail and gated porch and tall trees.,the woman is hanging out with her kids,2,2
361,a group of swimmers jump into a pool.,a group of swimmers are sitting on an airplane on the way to their swimming competition.,a group ofplanes strapped into a lake.,a group of swimmers are sitting on an airplane on the way to their swimming competition.,0,2
362,a few women and children are collecting items from rocks.,people are throwing rocks.,a few women and children are hurled stones from rocks.,people are throwing rocks.,0,1
363,a group of female athletes are huddled together and excited.,the group of athletes all can breathe underwater.,a group of swimmer swimmers are sitting together and gasping.,the group of athletes all can breathe underwater.,0,1
364,"a woman with a white blanket over her head is holding a baby wrapped in a blue, pink, and yellow blanket.",the blanket is black.,"a woman with a blanket tattooed over her head, over a baby wrapped in a blanket, pen, and pocket watch.",the blanket is black.,0,2
365,"a dark - skinned person, crouched while painting a sign.",a white man is painting his house.,"a beautiful fish skinned man, "" while embracing a painting.",a white man is painting his house.,0,2
366,a woman with a black purse and a red coat is sitting on a pillar of concrete.,"the woman is running down the path, jogging with earphones in her ears.",a woman with a red legs and a red coat is running on a trail of grass.,"the woman is running down the path, jogging with earphones in her ears.",0,2
367,a man in a green shirt and large beige hat is supervising a newsstand that sells snacks and drinks.,the man is at home sleeping,a man in a gray suit and a berkshire hat is like a domestic pie that makes blankets and sleeping.,the man is at home sleeping,0,2
368,"two boys with blond - hair, wearing striped shirts on a bed.",children playing in the park.,"two forwards with maple tarzan hair, wearing tee shirts and a tie.",children playing in the park.,0,2
369,a man pointing into the ear wearing a striped shirt in a small boat filled with many people.,a man is pointing into the foot and wearing a striped shirt.,a scene looking into the deformation wearing a striped shirt in a deserted yard filled with many people.,a man is pointing into the foot and wearing a striped shirt.,0,2
370,a singer wearing a leather jacket performs on stage with dramatic lighting behind him.,the singer did not show up,a guy in a leather jacket vacant on stage with outdoor lighting behind him.,the singer did not show up,0,2
371,two daschunds play with a red ball,a cat in a litter box.,"the refuge sniff mouse, with a swimming ball",a cat in a litter box.,0,1
372,a man playing a piano,a boy is playing trombone.,a child playing a comical,a boy is playing trombone.,0,2
373,san fransisco 49ers football field with cheerleaders and a packed stadium.,the football game got cancelled and the field is empty.,sanolissis is infirmary football stadium with cheerleaders and a useless field.,the football game got cancelled and the field is empty.,0,2
374,many roller derby players skating around the rink.,roller derby players laying down after the match.,some rosary derby players sleep around the rink.,roller derby players laying down after the match.,0,2
375,a man standing in front of a building on the phone as two men to the side pain on the side.,two girls walk through a hall,a man looks in front of a door in the hallways as two two in the side mistress in the side.,two girls walk through a hall,0,1
376,the man in the sailor suit is holding literature.,a chef is cooking stew.,the man in the white suit is gore cooked.,a chef is cooking stew.,0,2
377,two women wearing red are smiling at the camera.,with their backs turned to the camera were two women wearing blue dresses,two women wearing blue are missing at the end.,with their backs turned to the camera were two women wearing blue dresses,0,1
378,a young black man is getting his hair buzzed off.,the lady is at the hair salon.,a new old lady is getting his hair eyelashes off.,the lady is at the hair salon.,0,2
379,a man with a pinstriped shirt and tan slacks adjust his tie while looking at a apple laptop computer.,a woman adjusts her bra,a woman with a sleek waisted shirt and bra stockings removes her neck while looking at a computer science computer.,a woman adjusts her bra,0,1
380,a man wearing a business suit holds up a drink as the other laughs.,the man is crying and writing,a man wearing a brave suit pulled up a sign as the last sentence.,the man is crying and writing,0,2
381,a black man in a blue suit is talking on a cellphone while smoking.,the man is jogging,a young man in a black suit is driven on a cellphone while running.,the man is jogging,0,1
382,a little boy in a blue shirt is putting some sunglasses up to a window while a lady watches him.,a girl puts on some sunglasses,"a little mum in a blue shirt, accessories some sunglasses up to a window while a girl sees him.",a girl puts on some sunglasses,0,1
383,three women are dancing among the bamboo.,a group of men are fencing.,both men are charged beneath the lance.,a group of men are fencing.,0,1
384,a person in a red shirt is mowing the grass with a green riding mower.,a person in red is swimming in the olympics.,a man in a red coat is swimming in the sport with a green swimming pant.,a person in red is swimming in the olympics.,0,2
385,"a woman in an american military uniform sits at a table and writes the words "" sad, "" "" depressed, "" and "" hatred "" on a large sheet of white paper.",a woman is diving off a mountain.,"a woman in an american adventure uniform named on a table and bears the name "" parachute, "" "" luckily, "" and "" dove "" on a large stick of white cloth.",a woman is diving off a mountain.,0,2
386,a businessman in a white sweater conducts necessary business in a plaza using a concrete abutment as a work table.,man in suit,a vendor in a new suit with briefcase seating in a room with a chair abutment and a work space.,man in suit,2,1
387,a girl in a black sweater and jeans pours water into an empty soda bottle.,a girl pours water into the ocean,a girl in a white shirt and jeans sulfates water underneath an empty salt bottle.,a girl pours water into the ocean,0,2
388,man wearing blue bowing on floor in front of another man in blue bowing on floor with two other men wearing blue kneeling on same floor also.,a man is wearing nothing.,man wearing blue detachment on floor in front of a man in blue sidewalk on floor with two other men wearing blue kneeling on the floor naked.,a man is wearing nothing.,0,1
389,a white greyhound dog wearing a muzzle runs around a track.,the dog is not wearing a muzzle.,a white discarded dog in a shack runs around a corner.,the dog is not wearing a muzzle.,0,1
390,a man in colorful shorts is surfing under a wave.,a man is sunbathing.,a man in purple attire is lying on a frame.,a man is sunbathing.,0,2
391,a man swings his tennis racquet as the tennis ball gets closer to him.,a man is shooting a basketball at the goal.,"a man shots a prem radian, as the athletic ball gets closer to him.",a man is shooting a basketball at the goal.,0,2
392,a man is sitting on the floor and is surrounded by pictures.,a man sitting on a barren floor.,a man is sitting on the floor and is now by isolation.,a man sitting on a barren floor.,0,1
393,"a boy wearing jean shorts, and a black and blue shirt, reading a book, sits on a rolling device up against a wall that says book fair, while other people stand around.",the boy plays a video game.,"a boy wearing black suits, and a black and white shirt, wearing a smirk, sits on a playing device up against a wall that looks up nearby, while other people stand around.",the boy plays a video game.,0,2
394,"two girls, one wearing a pink shirt and the other wearing a blue shirt, are standing against a wall.",two girls playing hopscotch in an open court.,"two giggles, one wearing a wimbledon shirt and the other wearing a black shirt, are wicked like a sim.",two girls playing hopscotch in an open court.,0,2
395,people are on an escalator waiting to get to their destination while looking outside of the glass that makes up the wall.,people are taking the elevator.,fans are on an escalator rush to get to the theater while looking out of the elevator that makes up the lobby.,people are taking the elevator.,0,1
396,a person in blue is the only person currently throwing their ball at a bowling alley.,the person is eating nachos.,a contestant in columbus is the only person ever eat their paws at a culinary device.,the person is eating nachos.,0,2
397,"a man wearing black pants, an orange and brown striped shirt, and a black bandanna in a "" just thrown a bowling ball "" stance.",the bandana is expensive.,"a man wearing blue pants, an orange and white striped shirt, and a black bandana in the "" i make a bowling ball "" design.",the bandana is expensive.,2,2
398,at least eight people are sitting at a table in a building that overlooks the city.,people sitting on the floor,at least six people aretose at a table in the floor that overlooks the city.,people sitting on the floor,0,1
399,a photographer and assistant take a photo of a man in a suit and a woman in a dress in front of large white columns and a yellow wall.,the photographer is taking a photo of a dog.,a photographer and assistant is a photo of a man with a dog and a woman in a dress in white of a white flank and a red patch.,the photographer is taking a photo of a dog.,0,1
