,orig_premise,orig_hypothesis,adv_premise,adv_hypothesis,orig_label,adv_label
326,a group of people is sitting at a large table and using paint brushes to form characters on white paper.,the people are using their fingers to paint with.,a group of people is sitting at a large table and using paint brushes to form characters on white paper.,and people are allowed their fingers to pace with.,1,1
327,a man and a child are purchasing ice cream from a man with a hand pushed ice cream cart.,a couple is eating in a restaurant.,a man and a child are purchasing ice cream from a man with a hand pushed ice cream cart.,a couple is entertaining in a gesture.,0,1
328,an adorable child leaping to block a soccer ball from entering the goal.,a child blocks a goal with his hockey stick.,an adorable child leaping to block a soccer ball from entering the goal.,[CLS] young blocked the goal with a single shot.,0,2
329,a man interviews a boy in a gathering of people.,a man slaps a little boy in front of a gather of people.,a man interviews a boy in a gathering of people.,a man analyzes a little boy in front of a group of people.,0,1
330,a rugby player swings his leg back to punt the ball.,there is a person sitting on the bed.,a rugby player swings his leg back to punt the ball.,there is a system located on the line.,0,1
331,a basketball player in a red uniform is trying to make a basket but is being blocked by the opposing team.,the basketball player is stretching on the sidelines.,a basketball player in a red uniform is trying to make a basket but is being blocked by the opposing team.,[CLS] basketball player is ranked on the defensive end.,0,2
332,a photo of a woman in a black coat standing in front of a large two - paneled photo depicting a woman in a gray dress looking down with her hand in a bag.,the photo was of two men.,a photo of a woman in a black coat standing in front of a large two - paneled photo depicting a woman in a gray dress looking down with her hand in a bag.,the photo was considered a owners.,0,2
333,a young family enjoys feeling ocean waves lap at their feet.,a family is out at a restaurant.,a young family enjoys feeling ocean waves lap at their feet.,[CLS] family is encouraged at a place.,0,1
334,a policeman on a motorcycle from the rear.,an officer on a chopper.,a policeman on a motorcycle from the rear.,[CLS] officer on a vehicle.,1,1
335,a worker is preparing fish to be sold at a market.,a person is on a boat fishing.,a worker is preparing fish to be sold at a market.,[CLS] labor is on a job business.,0,1
336,a young boy with a shaved head and dirty white collared shirt holds a chicken in his arm.,the young boy went swimming.,a young boy with a shaved head and dirty white collared shirt holds a chicken in his arm.,[CLS] young billy misses this.,0,2
337,2 people with backpacks are at a table with a woman with a beige blazer sitting behind it.,10 people are kissing,2 people with backpacks are at a table with a woman with a beige blazer sitting behind it.,respected people are curious,0,2
338,a group of adults standing up with children in sports attire kneeling on the ground.,a woman drinks moonshine.,a group of adults standing up with children in sports attire kneeling on the ground.,[CLS] women wielding athleticsily.,0,1
339,a young girl is standing in a kitchen holding a green bib.,a boy is playing with a firetruck.,a young girl is standing in a kitchen holding a green bib.,a cum is welcomed with a water bruck.,0,2
340,two little boys are smiling and laughing while one is standing and one is in a bouncy seat.,the little boys are crying.,two little boys are smiling and laughing while one is standing and one is in a bouncy seat.,[CLS] little boys are dressed.,0,2
341,man in leather jacket and scarf sits on purple cushion at a party.,a person is sleeping on the couch.,man in leather jacket and scarf sits on purple cushion at a party.,[CLS] person remains perched on the chair.,0,1
342,a young couple sitting in a black chair smiling.,two young people are angry.,a young couple sitting in a black chair smiling.,[CLS] young people are amused.,0,1
343,a woman is cutting into a sandwich while sitting at an outdoor table.,the lady on the table is leeping,a woman is cutting into a sandwich while sitting at an outdoor table.,the lady of the table is noticed by,1,2
344,a woman wearing a striped wrap is bent over in a cornfield while looking at the camera.,a man wearing a bathing suit is bent over in a cornfield while looking at the camera.,a woman wearing a striped wrap is bent over in a cornfield while looking at the camera.,"- female, a girl outfit is bent over in a cornfield while looking at the camera.",0,1
345,a smiling man and a baby girl posing for photo.,a girl poses for a selfie with her mother.,a smiling man and a baby girl posing for photo.,that girl poses for a selfie with her grandparents.,0,2
346,a bicyclist wearing white sunglasses and a white and black helmet.,nobody has sunglasses,a bicyclist wearing white sunglasses and a white and black helmet.,##oya has trademark,0,1
347,a man in a dark long rainproof jacket but dry hair walks to the left in a city that has recently rained.,the man is sitted in the bar,a man in a dark long rainproof jacket but dry hair walks to the left in a city that has recently rained.,[CLS] man is protected sheltered by the long,0,1
348,a woman with a vest and red shirt is holding her hand up above a black and white dog that is jumping.,the woman is wearing a full sleeved jacket.,a woman with a vest and red shirt is holding her hand up above a black and white dog that is jumping.,[CLS] woman is wearing a full sleeved decoration.,0,1
349,a large group of people walking in a busy city at night.,people are outside in a park.,a large group of people walking in a busy city at night.,[CLS] are people in lincoln heights.,0,2
350,two children play in the snow by the side of the road.,toddles are roasting marshmallows.,two children play in the snow by the side of the road.,potential children are encountering foxmallows.,0,2
351,"a man sitting on a statue outdoors, near a woman standing next to him.",children playing baseball at the park,"a man sitting on a statue outdoors, near a woman standing next to him.","commemorating the meeting, the platform",0,2
352,an asian teenager wearing a white shirt with black stripes is sitting on the steps with his face resting on his hand.,the teenager is sliding down the railing.,an asian teenager wearing a white shirt with black stripes is sitting on the steps with his face resting on his hand.,[CLS] character is counting down the realization.,0,2
353,a man of the cloth puts a black substance on a man's forehead.,the women are at the park.,a man of the cloth puts a black substance on a man's forehead.,the men are recognised the master.,0,2
354,a woman wearing a pink tank top holding a mug of liquid,a woman in a blue tank top holding a car.,a woman wearing a pink tank top holding a mug of liquid,[CLS] woman in a water tank top and a kitchen.,0,2
355,"two black guys, that are on rival teams playing basketball.",two women playing basketball.,"two black guys, that are on rival teams playing basketball.",[CLS] individuals play basketball.,0,1
356,a woman is holding a large check for kids food basket.,she is stealing from them.,a woman is holding a large check for kids food basket.,[CLS] ing money from them.,0,1
357,swimming in the wide blue ocean.,the ocean swims in the blue wideness.,swimming in the wide blue ocean.,[CLS] ocean swells in the open surface areas.,1,1
358,two men and one woman with blond - hair walk through a gate with barbed wire on top.,two dogs are walking throught a gate.,two men and one woman with blond - hair walk through a gate with barbed wire on top.,[CLS] members are walking through to a gate.,0,1
359,man and a child at an exhibit booth looking at something.,a woman and her dog are eating breakfast.,man and a child at an exhibit booth looking at something.,[CLS] man and her father had shown something.,0,2
360,a woman swings on a rope overlooking a red farmhouse and gated pastures and tall trees.,the woman is hanging out with her kids,a woman swings on a rope overlooking a red farmhouse and gated pastures and tall trees.,[CLS] woman is hanging out with her child,2,2
361,a group of swimmers jump into a pool.,a group of swimmers are sitting on an airplane on the way to their swimming competition.,a group of swimmers jump into a pool.,[CLS] group of swimmers are chosen on a lane on the way to a freestyle competition.,0,2
362,a few women and children are collecting items from rocks.,people are throwing rocks.,a few women and children are collecting items from rocks.,people are using rocks.,0,1
363,a group of female athletes are huddled together and excited.,the group of athletes all can breathe underwater.,a group of female athletes are huddled together and excited.,[CLS] group of athletes supports rush kicking swimmers.,0,2
364,"a woman with a white blanket over her head is holding a baby wrapped in a blue, pink, and yellow blanket.",the blanket is black.,"a woman with a white blanket over her head is holding a baby wrapped in a blue, pink, and yellow blanket.",the infant is small.,0,2
365,"a dark - skinned person, crouched while painting a sign.",a white man is painting his house.,"a dark - skinned person, crouched while painting a sign.",[CLS] young man is making his portrait.,0,2
366,a woman with a black purse and a red coat is sitting on a pillar of concrete.,"the woman is running down the path, jogging with earphones in her ears.",a woman with a black purse and a red coat is sitting on a pillar of concrete.,"[CLS] woman is waiting on the sidewalk, sitting with hand signals in her purse.",0,2
367,a man in a green shirt and large beige hat is supervising a newsstand that sells snacks and drinks.,the man is at home sleeping,a man in a green shirt and large beige hat is supervising a newsstand that sells snacks and drinks.,[CLS] man is not home appropriately,0,1
368,"two boys with blond - hair, wearing striped shirts on a bed.",children playing in the park.,"two boys with blond - hair, wearing striped shirts on a bed.",currently being in the company.,0,1
369,a man pointing into the ear wearing a striped shirt in a small boat filled with many people.,a man is pointing into the foot and wearing a striped shirt.,a man pointing into the ear wearing a striped shirt in a small boat filled with many people.,[CLS] man is called into the spot and wearing a striped shirt.,0,1
370,a singer wearing a leather jacket performs on stage with dramatic lighting behind him.,the singer did not show up,a singer wearing a leather jacket performs on stage with dramatic lighting behind him.,[CLS] singer managed the show off,0,2
371,two daschunds play with a red ball,a cat in a litter box.,two daschunds play with a red ball,[CLS] moving in a wet ball.,0,1
372,a man playing a piano,a boy is playing trombone.,a man playing a piano,[CLS] he is playing alone.,0,2
373,san fransisco 49ers football field with cheerleaders and a packed stadium.,the football game got cancelled and the field is empty.,san fransisco 49ers football field with cheerleaders and a packed stadium.,[CLS] football game gets extra and the field is lighted.,0,2
374,many roller derby players skating around the rink.,roller derby players laying down after the match.,many roller derby players skating around the rink.,"roller derby, narrowing down after the first.",0,2
375,a man standing in front of a building on the phone as two men to the side pain on the side.,two girls walk through a hall,a man standing in front of a building on the phone as two men to the side pain on the side.,soothing evening standing through a blast,0,2
376,the man in the sailor suit is holding literature.,a chef is cooking stew.,the man in the sailor suit is holding literature.,[CLS] merchant is holding poetry.,0,2
377,two women wearing red are smiling at the camera.,with their backs turned to the camera were two women wearing blue dresses,two women wearing red are smiling at the camera.,with their poses turned to the camera are two women wearing striped shoes,0,2
378,a young black man is getting his hair buzzed off.,the lady is at the hair salon.,a young black man is getting his hair buzzed off.,[CLS] remark is at the trash salon.,0,2
379,a man with a pinstriped shirt and tan slacks adjust his tie while looking at a apple laptop computer.,a woman adjusts her bra,a man with a pinstriped shirt and tan slacks adjust his tie while looking at a apple laptop computer.,a gentleman inspires his partner,0,2
380,a man wearing a business suit holds up a drink as the other laughs.,the man is crying and writing,a man wearing a business suit holds up a drink as the other laughs.,[CLS] man is jealous and gets,0,2
381,a black man in a blue suit is talking on a cellphone while smoking.,the man is jogging,a black man in a blue suit is talking on a cellphone while smoking.,the man stating he,0,2
382,a little boy in a blue shirt is putting some sunglasses up to a window while a lady watches him.,a girl puts on some sunglasses,a little boy in a blue shirt is putting some sunglasses up to a window while a lady watches him.,[CLS] sims puts on some hint,0,2
383,three women are dancing among the bamboo.,a group of men are fencing.,three women are dancing among the bamboo.,[CLS] group of women are female.,0,1
384,a person in a red shirt is mowing the grass with a green riding mower.,a person in red is swimming in the olympics.,a person in a red shirt is mowing the grass with a green riding mower.,[CLS] black in red is visible in the shade.,0,2
385,"a woman in an american military uniform sits at a table and writes the words "" sad, "" "" depressed, "" and "" hatred "" on a large sheet of white paper.",a woman is diving off a mountain.,"a woman in an american military uniform sits at a table and writes the words "" sad, "" "" depressed, "" and "" hatred "" on a large sheet of white paper.",[CLS] woman is owed about a guard.,0,2
386,a businessman in a white sweater conducts necessary business in a plaza using a concrete abutment as a work table.,man in suit,a businessman in a white sweater conducts necessary business in a plaza using a concrete abutment as a work table.,excellence in employment,2,2
387,a girl in a black sweater and jeans pours water into an empty soda bottle.,a girl pours water into the ocean,a girl in a black sweater and jeans pours water into an empty soda bottle.,[CLS] girl donates lucky into the lounge,0,2
388,man wearing blue bowing on floor in front of another man in blue bowing on floor with two other men wearing blue kneeling on same floor also.,a man is wearing nothing.,man wearing blue bowing on floor in front of another man in blue bowing on floor with two other men wearing blue kneeling on same floor also.,[CLS] man demanding further forgiveness.,0,2
389,a white greyhound dog wearing a muzzle runs around a track.,the dog is not wearing a muzzle.,a white greyhound dog wearing a muzzle runs around a track.,[CLS] dog is not only a normal.,0,1
390,a man in colorful shorts is surfing under a wave.,a man is sunbathing.,a man in colorful shorts is surfing under a wave.,[CLS] man is constantly masthing.,0,2
391,a man swings his tennis racquet as the tennis ball gets closer to him.,a man is shooting a basketball at the goal.,a man swings his tennis racquet as the tennis ball gets closer to him.,[CLS] man is preparing a match at the start.,0,2
392,a man is sitting on the floor and is surrounded by pictures.,a man sitting on a barren floor.,a man is sitting on the floor and is surrounded by pictures.,[CLS] man sitting on a young floor.,0,2
393,"a boy wearing jean shorts, and a black and blue shirt, reading a book, sits on a rolling device up against a wall that says book fair, while other people stand around.",the boy plays a video game.,"a boy wearing jean shorts, and a black and blue shirt, reading a book, sits on a rolling device up against a wall that says book fair, while other people stand around.",the boy plays a gospel book.,0,2
394,"two girls, one wearing a pink shirt and the other wearing a blue shirt, are standing against a wall.",two girls playing hopscotch in an open court.,"two girls, one wearing a pink shirt and the other wearing a blue shirt, are standing against a wall.",##dating girls hang hopscotch in an additional pose.,0,2
395,people are on an escalator waiting to get to their destination while looking outside of the glass that makes up the wall.,people are taking the elevator.,people are on an escalator waiting to get to their destination while looking outside of the glass that makes up the wall.,diplomats are checking the entrances.,0,2
396,a person in blue is the only person currently throwing their ball at a bowling alley.,the person is eating nachos.,a person in blue is the only person currently throwing their ball at a bowling alley.,the person is carrying supplies consolations.,0,2
397,"a man wearing black pants, an orange and brown striped shirt, and a black bandanna in a "" just thrown a bowling ball "" stance.",the bandana is expensive.,"a man wearing black pants, an orange and brown striped shirt, and a black bandanna in a "" just thrown a bowling ball "" stance.",[CLS] bandanna is exclusive.,2,2
398,at least eight people are sitting at a table in a building that overlooks the city.,people sitting on the floor,at least eight people are sitting at a table in a building that overlooks the city.,guests sitting in the exterior,0,1
399,a photographer and assistant take a photo of a man in a suit and a woman in a dress in front of large white columns and a yellow wall.,the photographer is taking a photo of a dog.,a photographer and assistant take a photo of a man in a suit and a woman in a dress in front of large white columns and a yellow wall.,the photographer is known a photo of a lover.,0,2
