orig_pred,contrast_pred,orig_premise,orig_hypothesis,gen_premise,gen_hypothesis,pred_orig_labels,pred_gen_premise_labels,pred_gen_hypothesis_labels,distance_premise,distance_hypothesis,perplexity_gen_hypothesis,perplexity_gen_premise,diff_premise_probs,diff_hypothesis_probs
neutral,contradiction,"A person dressed in a dress with flowers and a stuffed bee attached to it, is pushing a baby stroller down the street.",An old lady pushing a stroller down a busy street.,"A person dressed in a dress with flowers and a stuffed bee attached to it, is pushing a baby stroller down the street in a park.",An old lady is wearing a dress with flowers and a stuffed bee attached to it.,2,0,2,0.12,1.0,15.122225761413574,24.53602409362793,0.5710289478302002,0.3603900671005249
neutral,entailment,"A woman wearing an elaborate array of feathers in her hair, a bead necklace, a medallion, and an aqua, brown, and olive-green dress and looks off to her left, smiling slightly.",A woman smiles at someone to her left,"A woman wearing an elaborate array of feathers in her hair, a bead necklace, a medallion, and an aqua, brown, and olive-green dress smiles at someone to her left.",A woman smiles at someone in the vicinity.,2,1,2,0.15,0.5,41.700706481933594,28.7159423828125,0.8081604689359665,0.06971991062164307
contradiction,neutral,A crowd walks about a square at night with smoke or fog drifting over them.,A group of people walk through tear gas.,A crowd walks about a square at night with smoke or fog drifting over them.,A group of people walk through fog in a park.,0,0,2,0.0,0.4444444444444444,56.92234420776367,65.79023742675781,0.0,0.9692612168146297
neutral,entailment,"A lady is helping another woman work in a silver compartment, which is most likely related to nurse-work.",Two woman are trying to finish orders from a doctor,"A lady is helping another woman work in a silver compartment in a hospital, which is most likely related to nurse-work.",Two women are helping each other finish orders from a doctor.,2,2,2,0.13636363636363635,0.5,71.71977996826172,76.31524658203125,-0.0010794997215270996,0.0005333423614501953
neutral,contradiction,A group of children in African clothing.,Some humans in green clothing,A group of children in green clothing.,Some humans are wearing animal skins.,2,1,1,0.125,1.0,152.28445434570312,136.18287658691406,0.9941043360158801,0.9861552817746997
neutral,entailment,In this picture it appears that a man is falling off a bull while attempting to ride the animal.,the man is a farmer,In this picture it appears that a man is falling off a bull while attempting to ride the animal on a farm., A man is riding a bull.,2,2,2,0.15,1.0,44.8079719543457,43.124839782714844,-0.003250300884246826,-0.46305376291275024
neutral,contradiction,"A woman is sitting outside at a table, using a knife to cut into a sandwich.",A woman is sitting outside waiting for her friend.,"A woman is sitting outside at a table, using a knife to cut into a sandwich in the kitchen.",A woman is sitting outside eating a salad.,2,2,0,0.16666666666666666,0.4,32.67283248901367,26.962968826293945,-0.07928377389907837,0.9299467876553535
neutral,contradiction,An old man in a pink polo looks through a telescope with a small child standing next to him while others stand with their telescopes in the background.,An ugly old man in a pink polo looks through a telescope with a small child standing next to him,"An old man in a pink polo looks through a telescope with a small child standing next to him while others stand with their telescopes in the background, but he is not ugly.",An old man in a pink polo looks through a microscope with a small child standing next to him,2,2,0,0.20689655172413793,0.1,10.904478073120117,12.499482154846191,-0.484266459941864,0.996204667550046
neutral,entailment,A woman in a blue apron is holding a container of ice cream.,A woman is standing in a kitchen.,A woman in a blue apron is holding a container of ice cream in the kitchen.,A woman is standing in a kitchen holding an ice cream container.,2,1,2,0.21428571428571427,0.625,19.915630340576172,23.923213958740234,0.5788816064596176,-0.04087299108505249
neutral,entailment,A black and white picture of a city street with a food vendor in the foreground.,The food vendor is selling hot dogs.,A black and white picture of a city street with a hot dog vendor in the foreground.,A food vendor is selling hot dogs.,2,2,2,0.11764705882352941,0.125,25.754798889160156,21.142900466918945,-0.39853644371032715,-4.887580871582031e-05
neutral,contradiction,"A group walking in the middle of a walkway with a green divider, and a woman is walking by herself off to the right.",The group is taking a tour.,"A group walking in the middle of a walkway with a green divider, and a woman is walking by herself off to the left.",The woman is walking in reverse.,2,2,0,0.038461538461538464,0.5714285714285714,27.29266357421875,30.719085693359375,0.0001232624053955078,0.947331678820774
contradiction,neutral,"A man, wearing a cap, is pushing a cart, on which large display boards are kept, on a road.",The person is stealing display boards.,A man is pushing a cart.,The person is transporting display boards.,0,0,1,0.7083333333333334,0.14285714285714285,50.38274002075195,116.62004852294922,0.035714566707611084,0.8587926776672248
neutral,entailment,A group of people in front of some tan colored tents from the american Parkinsons disease association.,A group shows up to an event to support research on Parkinsons,A group of people in front of some blue colored tents from the American Parkinson's disease association show up to an event to support research on Parkinson's.,A group shows up to an event to support research on Parkinsons disease.,2,1,2,0.8333333333333334,0.16666666666666666,88.94757080078125,30.61166763305664,0.9569332506507635,0.0014768242835998535
contradiction,neutral,Two little boys are playing on stairs that have a carpet runner going down them.,Two little boys are pretending they are climbing a large mountain.,Two little boys are playing on stairs.,Two little boys are playing on stairs that have a carpet runner going down them.,0,0,1,0.5,0.8333333333333334,11.932223320007324,37.482948303222656,0.15602731704711914,0.972516106441617
neutral,entailment,A man wearing black pants and a helmet is riding a brown horse.,A man is practicing for a horse race.,A man wearing black pants and a helmet is riding a brown horse in the race.,A man is practicing for a horse race on a brown horse.,2,2,2,0.21428571428571427,0.4444444444444444,27.018238067626953,35.68021011352539,-0.015221476554870605,-0.0004992485046386719
neutral,entailment,A girl in black pants doing exercises.,A girl trying to get fit for a bodybuilding competition.,A girl in black pants doing yoga exercises in the park.,A girl is training for a bodybuilding competition.,2,2,2,0.5,0.36363636363636365,48.892677307128906,39.33670425415039,-0.034354984760284424,0.000471651554107666
neutral,contradiction,An Asian wearing a pastel print shirt and sunhat pushing his cart up the street.,An Asian man is selling food.,An Asian wearing a pastel print shirt and sunhat pushing his cart up the street in the park.,An Asian woman is selling flowers.,2,2,0,0.1875,0.2857142857142857,135.3177490234375,123.31201171875,-0.0005589723587036133,0.9706459986045957
neutral,entailment,a woman in a brown dress looking at papers in front of a class.,A woman checking papers is a teacher.,a woman in a brown dress looking at papers in front of a classroom.,A woman checking papers is a teacher in a classroom.,2,2,2,0.06666666666666667,0.375,35.03961181640625,36.37874984741211,0.010384976863861084,-0.0830504298210144
neutral,entailment,Woman adjusting her eyeglasses.,Woman adjusting her eyeglasses after reading.,Woman adjusting her eyeglasses after reading the book.,Woman adjusting her eyeglasses after reading.,2,1,2,0.8,0.0,62.03125,36.327762603759766,0.9465486342087388,0.0
neutral,entailment,A four piece band plays a song on a medium-size stage.,The band is playing punk rock music.,A four piece band plays a song on a small stage.,A four piece punk rock band plays a song on a medium-size stage.,2,2,2,0.21428571428571427,1.75,15.20594310760498,34.46403121948242,-8.749961853027344e-05,-0.0004891157150268555
neutral,contradiction,A young boy in red leaping into sand at a playground.,A young boy jumps onto his friends sand castle at a playground.,A young boy in red leaping into sand at a beach.,A young boy jumps off a cliff at a playground.,2,0,0,0.08333333333333333,0.38461538461538464,38.60665512084961,71.68158721923828,0.7854959070682526,0.7929313480854034
neutral,contradiction,A man and a Woman cutting dough.,A husband and wife making pizza.,A man and a woman cutting dough in the kitchen.,A husband and wife making ice cream.,2,2,2,0.5,0.2857142857142857,107.55136108398438,40.39984130859375,-0.00015729665756225586,-0.026022374629974365
entailment,contradiction,"In an apparent classroom setting, a young man in a blue t-shirt has a book on his knee while a woman dressed in black next to him leans in to point out something in the book.",The man and woman are cooperating.,"In an apparent classroom setting, a young man in a blue t-shirt has a book on his knee while a woman dressed in black next to him points a gun at him.",The woman is pointing a gun at the man.,0,0,0,0.225,1.1428571428571428,21.329641342163086,22.389705657958984,-0.25194793939590454,0.1544092893600464
neutral,entailment,Dog running with a purple toy in the snowy field.,A dog is excited.,Dog running with a red toy in the snowy field.,A dog is running with a toy.,2,2,1,0.09090909090909091,0.8,68.2552719116211,129.1455535888672,-0.005089521408081055,0.8874501138925552
neutral,contradiction,A young ladies squatting at hillside sipping on a drink the other one with the white purse is talking pictures.,A group of hikers pause for a break.,A young lady squatting at hillside sipping on a drink is talking pictures with the other one holding a white purse.,A group of hikers are taking pictures.,2,2,2,0.47619047619047616,0.4444444444444444,118.02606964111328,102.94602966308594,-0.10719943046569824,0.004810810089111328
neutral,entailment,Two people are participating in the sport fencing.,Two people competing in a fencing tournament,Two people are fencing in the Olympic Games.,Two people compete in a fencing tournament.,2,1,2,0.3333333333333333,0.2857142857142857,70.49251556396484,94.2628173828125,0.6909107021056116,0.0008733868598937988
neutral,contradiction,Two brown and white dogs running on a grassy but brown fenced yard.,"The dogs wanted to find the end of the fence, but it seemed to keep on going, always turning into yet another stretch of distance.",Two brown and white dogs running on a green fenced yard.,The dogs wanted to chase the squirrels.,2,2,2,0.21428571428571427,0.7857142857142857,52.581817626953125,44.159873962402344,-0.01203697919845581,0.03169691562652588
neutral,contradiction,A small dog runs to catch a ball.,The dog is a chihuahua.,A small dog runs to catch a ball in the park.,The dog is a Great Dane.,2,2,0,0.3333333333333333,0.3333333333333333,33.15055465698242,19.779836654663086,0.00116044282913208,0.9612700114957988
neutral,contradiction,A police person is on a motorcycle on the side of a street.,A policewoman is sitting on the motorcycle behind the parked car.,A police person is sitting on the motorcycle behind the parked car.,A policewoman is riding a bicycle on the sidewalk.,2,2,0,0.5,0.5833333333333334,16.760046005249023,13.033002853393555,0.018761157989501953,0.9672968536615372
neutral,entailment,There is a woman in a white tank top and camouflage pants with a big black belt on a stage holding a microphone.,A woman is getting ready to perform a song for the audience.,There is a woman in a white tank top and camouflage pants with a big black belt on a stage getting ready to perform a song for the audience.,A woman is performing a song on stage.,2,1,2,0.3333333333333333,0.5384615384615384,22.196805953979492,12.191789627075195,0.9785959646105766,-0.1026155948638916
neutral,entailment,Two gondola operators sit along a road in Italy.,The gondola operators are taking a work break.,"Two gondola operators sit along a road in Venice, Italy.", The gondola operators are on duty.,2,2,2,0.2,0.5555555555555556,54.9129753112793,28.045841217041016,0.0037034153938293457,-0.1780051589012146
neutral,entailment,"A middle-aged woman with red-hair, a white shirt, and a silver beaded necklace is holding a yellow cellphone against her ear while talking.",She was calling her husband on her cellphone.,"A middle-aged woman with red-hair, a white shirt, and a silver beaded necklace is holding a yellow cellphone against her ear while talking in the kitchen.",A middle-aged woman is talking on her cellphone.,2,2,1,0.1,0.7777777777777778,30.887344360351562,28.922868728637695,-0.0001532435417175293,0.9785622064955533
neutral,entailment,A boy posing on the soccer field.,The boy is on a soccer team.,A boy posing on the soccer field in the championship game.,A boy is on a soccer team.,2,2,2,0.5,0.125,41.34684371948242,37.4890251159668,-0.12475031614303589,-0.003375232219696045
contradiction,neutral,A woman in a red jacket walks down the street in the rain.,Woman walks down street on sunny day,A woman walks down the street.,A woman walks down the street in the rain.,0,2,1,0.5,1.0,8.839910507202148,53.71772003173828,0.9921515756286681,0.9837650523259072
contradiction,neutral,Men wearing blue uniforms sit on a bus.,Men drive the bus into the ocean.,Men wearing blue uniforms sit on a bus.,Men drive a bus into the parking lot.,0,0,0,0.0,0.375,48.046875,63.862850189208984,0.0,-0.0006877779960632324
contradiction,neutral,A man in a suit cheering in a library in front of children.,A boy is attending a club meeting.,A man in a suit cheers in a library.,A man in a suit is giving a presentation in a conference room.,0,0,0,0.35714285714285715,1.25,45.854366302490234,81.60326385498047,0.0003389716148376465,-0.006984055042266846
contradiction,neutral,A passenger wearing a life jacket prepares to take a picture of a whale very close to the boat.,A man is taking a picture of a goldfish.,A passenger prepares to take a picture of a whale.,A tourist is taking a picture of a dolphin.,0,0,0,0.45,0.2,27.941204071044922,23.339399337768555,0.0011338591575622559,0.00018310546875
neutral,contradiction,The man walks among the large trees.,The mas is walking next to dogs.,The man walks among the large dogs.,The man is walking on the moon.,2,1,0,0.125,0.5,39.604557037353516,230.239990234375,0.895871804561466,0.9303322657942772
contradiction,neutral,Several adults look on while a young girl plays in a ball pit.,A young girl is sitting in her chair.,Several adults look on while a young girl plays.,A young girl is playing in a sandbox.,0,2,0,0.2857142857142857,0.3333333333333333,34.57859420776367,38.133975982666016,0.8133028383599594,-0.010047733783721924
contradiction,neutral,An elderly woman with a tan nun uniform on and glasses is taking a picture with her camera.,A woman is in a green nun uniform,An elderly woman with a tan nun uniform on and glasses is taking a picture with her camera.,A woman is wearing a tan nun uniform and glasses.,0,0,1,0.0,0.625,41.777374267578125,70.36499786376953,0.0,0.9783039661124349
contradiction,neutral,"A juggler wearing a plaid kilt and a green shirt, juggling.",A person rides a bike down a hill wearing pants.,A juggler wearing a plaid kilt and a green shirt juggles.,A person rides a bike down a hill wearing a plaid kilt and a green shirt.,0,0,0,0.15384615384615385,0.6363636363636364,30.16309356689453,80.3699722290039,-4.655122756958008e-05,-0.0002092123031616211
contradiction,neutral,A woman cook in an apron is smiling at the camera with two other cooks in the background.,A woman not paying attention to the camera,A woman is smiling at the camera with two other cooks in the background.,A woman is cooking in an apron and smiling at the camera.,0,0,1,0.21052631578947367,1.125,23.584077835083008,48.300682067871094,0.00013107061386108398,0.9730567681835964
contradiction,neutral,"Two men holding a Chinese lantern that's yellow and red, one man has a drill and the other is smiling.",A man and his daughter build a doghouse while the dog sits behind them.,"Two men holding a Chinese lantern that's yellow and red, one man has a drill.","Two men holding a blue and white Chinese lantern, one man has a hammer and the other is smiling.",0,0,0,0.21739130434782608,1.2,19.187965393066406,74.53063201904297,2.9087066650390625e-05,-0.001589059829711914
contradiction,neutral,A man with a beard is playing an acoustic guitar on the street.,A woman flashes bystanders.,A man plays an acoustic guitar on the street.,A woman plays the electric guitar in the park.,0,0,0,0.35714285714285715,1.4,19.788188934326172,61.901180267333984,5.829334259033203e-05,-3.522634506225586e-05
contradiction,neutral,Two men in hard hats and safety neon vests on scaffolding working outside in the daylight.,A school class visits the museum of modern art.,Two men in hard hats and safety neon vests work outside in the daylight.,Two men in hard hats and safety vests are painting a house.,0,0,0,0.17647058823529413,1.2,76.67178344726562,135.4838104248047,-3.4570693969726562e-06,-0.3180950880050659
contradiction,neutral,Two dancers in pink tops and striped capri bottoms perform on stage barefoot.,Two magicians are performing on stage.,Two dancers perform on stage barefoot.,Two dancers in pink tops and striped leggings perform on stage barefoot.,0,0,1,0.5,1.2857142857142858,20.013147354125977,72.32621002197266,-0.0017824172973632812,0.8132431110498146
contradiction,neutral,A city street corner with two passing bicyclists and several pedestrians.,The people are indoors.,A city street corner with two passing bicyclists.,The people are walking on a beach.,0,0,0,0.25,0.8,59.755680084228516,113.86505126953125,0.0008361339569091797,0.0006508827209472656
contradiction,entailment,A black and white picture of a city street with a food vendor in the foreground.,The colors has disappeared form the world.,A black and white picture of a city street with a food vendor in the background.,A black and white picture of a city street with no food vendors in the foreground.,0,0,0,0.058823529411764705,1.875,9.113895416259766,57.55305099487305,-0.01908475160598755,0.0726279616355896
contradiction,neutral,A brown dog is in the middle of a line of dogs chasing a dirty tennis ball over dirt.,The tennis ball is clean.,A brown dog is in the middle of a line of dogs chasing a tennis ball.,The dogs are chasing a green tennis ball.,0,2,2,0.15,1.1666666666666667,32.14206314086914,28.551177978515625,0.9786806397605687,0.9955599003005773
contradiction,neutral,An accident involving a green Sudan and a gray van.,Two cars waited patiently for the light to turn green.,An accident involving a green Sudan.,Two cars were waiting for the light to turn green.,0,0,2,0.36363636363636365,0.18181818181818182,89.20982360839844,127.31476593017578,0.03040766716003418,0.9077282845973969
contradiction,neutral,"3 cyclists are racing ahead of a red BMW, with the leader wearing solid white helmet and black cycling pants",Three people are riding horses across a course.,3 cyclists are racing ahead of a red BMW.,Three cyclists are riding ahead of a blue car.,0,0,0,0.5714285714285714,0.5555555555555556,141.52210998535156,194.92446899414062,-1.3470649719238281e-05,-0.003720223903656006
contradiction,neutral,A snowboarder with a maroon coat sails through the air.,The snowboarder is naked.,A snowboarder with a maroon coat sails through the air.,The snowboarder wears a blue coat.,0,0,0,0.0,0.8,29.016706466674805,33.584136962890625,0.0,-0.0008758902549743652
contradiction,neutral,A team of surgeons operate on a female patient.,The surgeons are operating on a male patient.,A team of surgeons operate on a patient.,The surgeons are operating on a patient.,0,2,1,0.1,0.1111111111111111,27.93747329711914,27.22197914123535,0.9984515315736644,0.9872747947229072
contradiction,neutral,An elderly Man wearing a olive green shirt and red and white striped apron is stacking cheese.,A women is eating some friend dumpling dumplings,An elderly Man is stacking cheese.,An elderly Man is eating dumplings.,0,0,0,0.6111111111111112,0.875,67.62613677978516,215.89817810058594,7.623434066772461e-05,-0.015520274639129639
contradiction,neutral,A lady in a red shirt and bikini bottoms is about to go surfing on a blue board in the ocean.,A woman is surfing in her pool.,A lady in a red shirt and bikini bottoms is about to go surfing.,A woman is surfing on a blue board in the ocean.,0,2,1,0.3181818181818182,0.75,18.1340274810791,38.56550979614258,0.7317548971623182,0.9185137123131426
neutral,contradiction,"A man wearing a purple cap, yellow snow goggles, a periwinkle jacket and red backpack moves quickly through powdery snow near a winter tree.",The man is making a snow angel.,"A man wearing a purple cap, yellow snow goggles, a periwinkle jacket and red backpack moves slowly through powdery snow near a winter tree.",The man is walking on water.,2,2,0,0.037037037037037035,0.5,62.93720245361328,67.75392150878906,-0.049941062927246094,0.5677982568740845
entailment,neutral,"two male's in a karate class, one who is in the air with a blue and orange belt and one who is about to get kicked in the face.",two people do jump kicks,two males in a karate class.,two people are in a karate class.,1,2,1,0.8125,1.2,23.34406852722168,148.90780639648438,0.7180805504322052,0.2567547559738159
contradiction,neutral,A man walks by a building at night.,A man is sitting in the sun.,A man walks by a building.,A man is walking in the park.,0,0,0,0.2222222222222222,0.25,30.40765953063965,29.477392196655273,-1.9609928131103516e-05,-0.04014265537261963
contradiction,neutral,A man standing on a street with a suitcase in front of him while another man bends down to look at what is displayed on top of it.,Two men lie on tables in the morgue.,A man stands on a street with a suitcase in front of him.,Two men stand on a street corner while another man bends down to look at something on the ground.,0,0,1,0.5517241379310345,1.6666666666666667,12.72008991241455,23.23820686340332,7.152557373046875e-07,0.4707265726196965
contradiction,neutral,A baby sitting in a highchair looking delighted.,The baby is crying.,A baby sits in a highchair.,The baby is smiling in the highchair.,0,2,1,0.3333333333333333,0.8,40.91545486450195,33.44826126098633,0.9513591179274954,0.8698617329100671
contradiction,neutral,A person is posed with one leg raised and one arm out at a competition with their teammates in the background.,A man posed with both arms out at a competition.,A person is posed with one leg raised and one arm out.,A person is posed with one leg raised and one arm out at a competition with their teammates in the background.,0,0,1,0.4090909090909091,1.2727272727272727,9.253872871398926,41.190792083740234,-0.20531821250915527,0.7408031777013093
contradiction,neutral,A man hammering nails on a shed.,The shed is made of t-shirts.,A man hammering nails.,The shed is made of wood.,0,0,2,0.375,0.3333333333333333,58.21622848510742,107.83267211914062,0.2550073266029358,0.674362450838089
contradiction,neutral,kids are looking at something on a table.,Some kids are burning the table down.,kids are looking at something on a table.,Some kids are looking at something on a table.,0,0,1,0.0,0.75,24.240007400512695,84.81133270263672,0.0,0.9450830289533769
contradiction,neutral,A man wearing a black hat and coat makes a face with a crowd behind him.,A man is taking a shower.,A man makes a face with a crowd behind him.,A man is walking in the park.,0,0,0,0.35294117647058826,0.5714285714285714,25.344406127929688,40.663726806640625,-2.6464462280273438e-05,-0.0436587929725647
contradiction,entailment,A couple is eating outside at a table and he is pointing at something.,A couple is eating inside at a table and he is pointing at something.,A couple is eating outside at a table and she is pointing at something.,A couple is eating outside at a table and he is pointing at something.,0,0,1,0.06666666666666667,0.06666666666666667,10.753259658813477,16.970046997070312,0.0010583996772766113,0.8843254612293094
contradiction,neutral,A young boy wearing an orange uniform stands on the field near a colorful ball.,A girl is wearing a sweater.,A young boy wearing an orange uniform stands near a colorful ball.,A young boy wearing a blue uniform stands on the field near a ball.,0,0,0,0.1875,1.5714285714285714,23.032812118530273,45.33333206176758,5.072355270385742e-05,-0.0016222000122070312
contradiction,neutral,The blue kayak is being ridden over a small waterfall.,A guy is working out in the gym.,The blue kayak is being ridden.,A guy is riding a kayak on a river.,0,0,2,0.36363636363636365,0.6666666666666666,36.66656494140625,64.62430572509766,-0.00010019540786743164,0.8444063087954419
contradiction,neutral,"One man, shirtless, and a woman, clothed, jumping in the water.","Two people are in a helicopter, high above the Sahara desert.",One man and a woman jump in the water.,Two people are swimming in the water.,0,0,0,0.4375,0.6153846153846154,26.12395477294922,37.583396911621094,-4.601478576660156e-05,-0.3784462809562683
contradiction,neutral,A younger couple is walking across a crosswalk outside with a very busy bus stop behind them.,There are people inside of a store.,A younger couple is walking outside with a very busy bus stop behind them.,There is a couple walking in a park.,0,0,0,0.16666666666666666,0.75,47.50911331176758,58.59236145019531,0.0011075735092163086,-0.3476848602294922
contradiction,neutral,A man touching a hanging strand of lamps.,A man has his hands shoved into his coat pockets.,A man touches a hanging strand of lamps.,A man is walking down the street.,0,0,0,0.1111111111111111,0.7272727272727273,101.96912384033203,74.3367691040039,-2.2292137145996094e-05,-0.029877424240112305
contradiction,neutral,A mountaineer about to descend down a mountain with a blue helmet on.,A man is drinking hot cocoa inside a lodge.,A mountaineer descends down a mountain with a blue helmet on.,A mountaineer is descending down a mountain with a red helmet on.,0,0,0,0.21428571428571427,0.9,19.83679962158203,42.15082550048828,-6.079673767089844e-06,-0.0025300979614257812
contradiction,neutral,"Children at daycare playing on rings, and poles, one parent standing and holding her child and one teacher is sitting on the bench watching the others play.",Children are body slamming each other.,Children are playing on the rings and poles.,Children are playing tag outside.,0,0,2,0.8,0.5714285714285714,105.62060546875,92.15095520019531,-0.04131162166595459,0.7532969452440739
contradiction,neutral,A man sits outdoors with some of his belongings.,A man is inside.,A man sits outdoors.,A man sits inside with some of his belongings.,0,0,0,0.5,1.2,14.367469787597656,74.37590789794922,0.0006450414657592773,0.0015887022018432617
contradiction,neutral,A motorist gets some air over a rough hill.,A motorist has stalled.,A motorist gets some air.,A motorist drives over a smooth hill.,0,0,0,0.4,1.0,53.236995697021484,80.59217071533203,-0.02474534511566162,0.0019801855087280273
contradiction,neutral,two people riding their bikes down a street together.,A couple gets married at the courthouse.,two people riding their bikes together.,Two people walk their dogs together down the street.,0,0,0,0.3,1.0,39.94019317626953,60.676788330078125,-2.7418136596679688e-05,-0.000645756721496582
contradiction,neutral,The white dog is pulling a large stick.,The dog is taking a nap at the park.,The white dog is pulling a small stick.,The dog is playing fetch at the park.,0,0,2,0.1111111111111111,0.3,40.1306037902832,35.416236877441406,-2.0623207092285156e-05,0.9944388547737617
contradiction,neutral,A hand holds a strainer with a small amount of liquid in it with a table with bins in the background.,A city of ice sits in the distance.,A hand holds a strainer with a small amount of liquid in it.,A hand holds a spoon with a small amount of liquid in it near a table with bins in the background.,0,0,0,0.36363636363636365,1.8888888888888888,15.515387535095215,34.155635833740234,0.006100952625274658,-0.0005862116813659668
contradiction,entailment,A jubilant crowd dressed fabulously in purple red and yellow-gold move in step on a metropolitan street.,One person walking on the street.,A jubilant crowd dressed fabulously in purple red and yellow-gold walks on a metropolitan street.,A crowd of people walk on the street.,0,0,1,0.15,0.7142857142857143,101.11988067626953,124.16246795654297,-0.00017368793487548828,0.9533830980071798
entailment,neutral,A group of people is sitting at a large table and using paint brushes to form characters on white paper.,The people are using their fingers to paint with.,A group of people is sitting at a large table and using paint brushes to form characters on white paper.,The people are using paintbrushes to paint with.,1,1,1,0.0,0.2,29.928674697875977,30.928586959838867,0.0,0.014687836170196533
contradiction,neutral,A man and a child are purchasing ice cream from a man with a hand pushed ice cream cart.,A couple is eating in a restaurant.,A man and a child are purchasing ice cream from a cart.,A group of children are eating in a park.,0,0,0,0.35,0.625,43.92131805419922,42.93719482421875,0.0002993941307067871,0.00224459171295166
contradiction,neutral,An adorable child leaping to block a soccer ball from entering the goal.,A child blocks a goal with his hockey stick.,An adorable child leaps.,An adorable child kicks a soccer ball.,0,0,0,0.7142857142857143,0.8,66.97471618652344,190.6531524658203,-0.006319880485534668,-0.2366863489151001
contradiction,neutral,A rugby player swings his leg back to punt the ball.,There is a person sitting on the bed.,A rugby player swings his leg back.,A rugby player is sitting on the bed.,0,0,0,0.3333333333333333,0.4444444444444444,55.623600006103516,60.73923110961914,-2.0742416381835938e-05,0.00012928247451782227
contradiction,neutral,A basketball player in a red uniform is trying to make a basket but is being blocked by the opposing team.,The basketball player is stretching on the sidelines.,A basketball player in a red uniform is stretching on the sidelines.,The basketball player is sitting on the bench.,0,1,0,0.5454545454545454,0.2222222222222222,23.4184627532959,32.49135208129883,0.979756022523361,4.5418739318847656e-05
contradiction,neutral,A photo of a woman in a black coat standing in front of a large two-paneled photo depicting a woman in a gray dress looking down with her hand in a bag.,The photo was of two men.,A photo of a woman in a black coat standing in front of a large two-paneled photo depicting a woman in a gray dress looking down.,A photo of a woman in a black coat standing in front of a large photo depicting a woman in a gray dress looking down.,0,0,1,0.17142857142857143,3.2857142857142856,8.757347106933594,26.19765281677246,0.00014001131057739258,0.9741442029189784
contradiction,neutral,A young family enjoys feeling ocean waves lap at their feet.,A family is out at a restaurant.,A young family enjoys feeling waves lap at their feet.,A family is on a beach vacation.,0,2,2,0.08333333333333333,0.5,92.99964141845703,141.5615234375,0.5152211533859372,0.9854417787864804
entailment,neutral,A policeman on a motorcycle from the rear.,An officer on a chopper.,A policeman on a motorcycle.,An officer on a motorcycle.,1,1,1,0.3333333333333333,0.16666666666666666,33.55641174316406,29.33283042907715,-0.08653455972671509,0.0005409717559814453
contradiction,neutral,A worker is preparing fish to be sold at a market.,A person is on a boat fishing.,A worker prepares fish to be sold at a market.,A worker is preparing fish to be sold at a beachside market.,0,0,2,0.16666666666666666,1.125,17.65833854675293,39.47721862792969,0.0011946558952331543,0.9958037808537483
contradiction,neutral,2 people with backpacks are at a table with a woman with a beige blazer sitting behind it.,10 people are kissing,2 people with backpacks are at a table.,3 people are eating at a table with a woman wearing a beige blazer.,0,0,0,0.5263157894736842,3.25,18.90561866760254,101.02498626708984,7.748603820800781e-06,-0.034406185150146484
contradiction,neutral,A group of adults standing up with children in sports attire kneeling on the ground.,A woman drinks moonshine.,A group of adults standing up with children in sports attire.,A group of adults standing up with children in sports attire cheering.,0,0,2,0.25,2.2,32.54085922241211,123.0219955444336,-5.364418029785156e-06,0.9523662350475206
contradiction,neutral,Two little boys are smiling and laughing while one is standing and one is in a bouncy seat.,The little boys are crying.,Two little boys are smiling and laughing.,Two little boys are smiling and laughing while one is standing and one is sitting.,0,0,1,0.5789473684210527,2.0,11.234615325927734,32.51968765258789,0.00017976760864257812,0.9790602680786833
contradiction,neutral,Man in leather jacket and scarf sits on purple cushion at a party.,A person is sleeping on the couch.,Man in leather jacket and scarf sits on couch.,A person is sitting on a couch at a party.,0,0,1,0.35714285714285715,0.625,40.78997039794922,41.386253356933594,-0.02056705951690674,0.8847039013853646
contradiction,neutral,A young couple sitting in a black chair smiling.,Two young people are angry.,A young couple sitting in a black chair.,Two young people are sitting in a white chair smiling.,0,0,0,0.1,1.0,29.4504451751709,80.81586456298828,-0.38112664222717285,-0.002790391445159912
entailment,contradiction,A woman is cutting into a sandwich while sitting at an outdoor table.,the lady on the table is leeping,A woman is cutting into a sandwich while sitting at an indoor table.,the lady on the table is running.,1,1,0,0.07142857142857142,0.2857142857142857,68.1044921875,109.76679992675781,0.15948188304901123,0.7478411495685577
contradiction,neutral,A woman wearing a striped wrap is bent over in a cornfield while looking at the camera.,A man wearing a bathing suit is bent over in a cornfield while looking at the camera.,A woman is wearing a striped wrap and is bent over in a cornfield while looking at the camera.,A man wearing a striped shirt is bent over in a cornfield while looking at the camera.,0,0,0,0.1111111111111111,0.1111111111111111,9.543764114379883,13.39633846282959,-7.49826431274414e-05,-0.0005034804344177246
contradiction,neutral,A smiling man and a baby girl posing for photo.,A girl poses for a selfie with her mother.,A smiling man poses for a photo.,A woman poses for a photo with her daughter.,0,0,0,0.5454545454545454,0.3,25.58658790588379,21.266361236572266,0.02078491449356079,0.018219351768493652
contradiction,neutral,A man in a dark long rainproof jacket but dry hair walks to the left in a city that has recently rained.,the man is sitted in the bar,A man in a dark long rainproof jacket walks.,A man in a dark long rainproof jacket walks to the left in a city that has recently rained.,0,0,1,0.5652173913043478,2.5714285714285716,18.95638084411621,212.2860107421875,-2.0682811737060547e-05,0.9708841874207792
