orig_pred,contrast_pred,orig_premise,orig_hypothesis,gen_premise,gen_hypothesis,pred_orig_labels,pred_gen_premise_labels,pred_gen_hypothesis_labels,distance_premise,distance_hypothesis,perplexity_gen_hypothesis,perplexity_gen_premise
neutral,entailment,There is a woman in a white tank top and camouflage pants with a big black belt on a stage holding a microphone.,A woman is getting ready to perform a song for the audience.,There is a woman in a white tank top and camouflage pants with a big black belt on a stage getting ready to perform a song for the audience.,A woman is performing a song on stage.,2,1,2,0.3333333333333333,0.5384615384615384,22.196805953979492,12.191789627075195
neutral,entailment,Two gondola operators sit along a road in Italy.,The gondola operators are taking a work break.,"Two gondola operators sit along a road in Venice, Italy.", The gondola operators are on duty.,2,2,2,0.2,0.5555555555555556,54.9129753112793,28.045841217041016
neutral,entailment,"A middle-aged woman with red-hair, a white shirt, and a silver beaded necklace is holding a yellow cellphone against her ear while talking.",She was calling her husband on her cellphone.,"A middle-aged woman with red-hair, a white shirt, and a silver beaded necklace is holding a yellow cellphone against her ear while talking in the kitchen.",A middle-aged woman is talking on her cellphone.,2,2,1,0.1,0.7777777777777778,30.887344360351562,28.922868728637695
neutral,entailment,A boy posing on the soccer field.,The boy is on a soccer team.,A boy posing on the soccer field in the championship game.,A boy is on a soccer team.,2,2,2,0.5,0.125,41.34684371948242,37.4890251159668
contradiction,neutral,A woman in a red jacket walks down the street in the rain.,Woman walks down street on sunny day,A woman walks down the street.,A woman walks down the street in the rain.,0,2,1,0.5,1.0,8.839910507202148,53.71772003173828
contradiction,neutral,Men wearing blue uniforms sit on a bus.,Men drive the bus into the ocean.,Men wearing blue uniforms sit on a bus.,Men drive a bus into the parking lot.,0,0,0,0.0,0.375,48.046875,63.862850189208984
contradiction,neutral,A man in a suit cheering in a library in front of children.,A boy is attending a club meeting.,A man in a suit cheers in a library.,A man in a suit is giving a presentation in a conference room.,0,0,0,0.35714285714285715,1.25,45.854366302490234,81.60326385498047
contradiction,neutral,A passenger wearing a life jacket prepares to take a picture of a whale very close to the boat.,A man is taking a picture of a goldfish.,A passenger prepares to take a picture of a whale.,A tourist is taking a picture of a dolphin.,0,0,0,0.45,0.2,27.941204071044922,23.339399337768555
neutral,contradiction,The man walks among the large trees.,The mas is walking next to dogs.,The man walks among the large dogs.,The man is walking on the moon.,2,1,0,0.125,0.5,39.604557037353516,230.239990234375
contradiction,neutral,Several adults look on while a young girl plays in a ball pit.,A young girl is sitting in her chair.,Several adults look on while a young girl plays.,A young girl is playing in a sandbox.,0,2,0,0.2857142857142857,0.3333333333333333,34.57859420776367,38.133975982666016
contradiction,neutral,An elderly woman with a tan nun uniform on and glasses is taking a picture with her camera.,A woman is in a green nun uniform,An elderly woman with a tan nun uniform on and glasses is taking a picture with her camera.,A woman is wearing a tan nun uniform and glasses.,0,0,1,0.0,0.625,41.777374267578125,70.36499786376953
contradiction,neutral,"A juggler wearing a plaid kilt and a green shirt, juggling.",A person rides a bike down a hill wearing pants.,A juggler wearing a plaid kilt and a green shirt juggles.,A person rides a bike down a hill wearing a plaid kilt and a green shirt.,0,0,0,0.15384615384615385,0.6363636363636364,30.16309356689453,80.3699722290039
contradiction,neutral,A woman cook in an apron is smiling at the camera with two other cooks in the background.,A woman not paying attention to the camera,A woman is smiling at the camera with two other cooks in the background.,A woman is cooking in an apron and smiling at the camera.,0,0,1,0.21052631578947367,1.125,23.584077835083008,48.300682067871094
contradiction,neutral,"Two men holding a Chinese lantern that's yellow and red, one man has a drill and the other is smiling.",A man and his daughter build a doghouse while the dog sits behind them.,"Two men holding a Chinese lantern that's yellow and red, one man has a drill.","Two men holding a blue and white Chinese lantern, one man has a hammer and the other is smiling.",0,0,0,0.21739130434782608,1.2,19.187965393066406,74.53063201904297
contradiction,neutral,A man with a beard is playing an acoustic guitar on the street.,A woman flashes bystanders.,A man plays an acoustic guitar on the street.,A woman plays the electric guitar in the park.,0,0,0,0.35714285714285715,1.4,19.788188934326172,61.901180267333984
contradiction,neutral,Two men in hard hats and safety neon vests on scaffolding working outside in the daylight.,A school class visits the museum of modern art.,Two men in hard hats and safety neon vests work outside in the daylight.,Two men in hard hats and safety vests are painting a house.,0,0,0,0.17647058823529413,1.2,76.67178344726562,135.4838104248047
contradiction,neutral,Two dancers in pink tops and striped capri bottoms perform on stage barefoot.,Two magicians are performing on stage.,Two dancers perform on stage barefoot.,Two dancers in pink tops and striped leggings perform on stage barefoot.,0,0,1,0.5,1.2857142857142858,20.013147354125977,72.32621002197266
contradiction,neutral,A city street corner with two passing bicyclists and several pedestrians.,The people are indoors.,A city street corner with two passing bicyclists.,The people are walking on a beach.,0,0,0,0.25,0.8,59.755680084228516,113.86505126953125
contradiction,entailment,A black and white picture of a city street with a food vendor in the foreground.,The colors has disappeared form the world.,A black and white picture of a city street with a food vendor in the background.,A black and white picture of a city street with no food vendors in the foreground.,0,0,0,0.058823529411764705,1.875,9.113895416259766,57.55305099487305
contradiction,neutral,A brown dog is in the middle of a line of dogs chasing a dirty tennis ball over dirt.,The tennis ball is clean.,A brown dog is in the middle of a line of dogs chasing a tennis ball.,The dogs are chasing a green tennis ball.,0,2,2,0.15,1.1666666666666667,32.14206314086914,28.551177978515625
contradiction,neutral,An accident involving a green Sudan and a gray van.,Two cars waited patiently for the light to turn green.,An accident involving a green Sudan.,Two cars were waiting for the light to turn green.,0,0,2,0.36363636363636365,0.18181818181818182,89.20982360839844,127.31476593017578
contradiction,neutral,"3 cyclists are racing ahead of a red BMW, with the leader wearing solid white helmet and black cycling pants",Three people are riding horses across a course.,3 cyclists are racing ahead of a red BMW.,Three cyclists are riding ahead of a blue car.,0,0,0,0.5714285714285714,0.5555555555555556,141.52210998535156,194.92446899414062
contradiction,neutral,A snowboarder with a maroon coat sails through the air.,The snowboarder is naked.,A snowboarder with a maroon coat sails through the air.,The snowboarder wears a blue coat.,0,0,0,0.0,0.8,29.016706466674805,33.584136962890625
contradiction,neutral,A team of surgeons operate on a female patient.,The surgeons are operating on a male patient.,A team of surgeons operate on a patient.,The surgeons are operating on a patient.,0,2,1,0.1,0.1111111111111111,27.93747329711914,27.22197914123535
contradiction,neutral,An elderly Man wearing a olive green shirt and red and white striped apron is stacking cheese.,A women is eating some friend dumpling dumplings,An elderly Man is stacking cheese.,An elderly Man is eating dumplings.,0,0,0,0.6111111111111112,0.875,67.62613677978516,215.89817810058594
contradiction,neutral,A lady in a red shirt and bikini bottoms is about to go surfing on a blue board in the ocean.,A woman is surfing in her pool.,A lady in a red shirt and bikini bottoms is about to go surfing.,A woman is surfing on a blue board in the ocean.,0,2,1,0.3181818181818182,0.75,18.1340274810791,38.56550979614258
neutral,contradiction,"A man wearing a purple cap, yellow snow goggles, a periwinkle jacket and red backpack moves quickly through powdery snow near a winter tree.",The man is making a snow angel.,"A man wearing a purple cap, yellow snow goggles, a periwinkle jacket and red backpack moves slowly through powdery snow near a winter tree.",The man is walking on water.,2,2,0,0.037037037037037035,0.5,62.93720245361328,67.75392150878906
entailment,neutral,"two male's in a karate class, one who is in the air with a blue and orange belt and one who is about to get kicked in the face.",two people do jump kicks,two males in a karate class.,two people are in a karate class.,1,2,1,0.8125,1.2,23.34406852722168,148.90780639648438
contradiction,neutral,A man walks by a building at night.,A man is sitting in the sun.,A man walks by a building.,A man is walking in the park.,0,0,0,0.2222222222222222,0.25,30.40765953063965,29.477392196655273
contradiction,neutral,A man standing on a street with a suitcase in front of him while another man bends down to look at what is displayed on top of it.,Two men lie on tables in the morgue.,A man stands on a street with a suitcase in front of him.,Two men stand on a street corner while another man bends down to look at something on the ground.,0,0,1,0.5517241379310345,1.6666666666666667,12.72008991241455,23.23820686340332
contradiction,neutral,A baby sitting in a highchair looking delighted.,The baby is crying.,A baby sits in a highchair.,The baby is smiling in the highchair.,0,2,1,0.3333333333333333,0.8,40.91545486450195,33.44826126098633
contradiction,neutral,A person is posed with one leg raised and one arm out at a competition with their teammates in the background.,A man posed with both arms out at a competition.,A person is posed with one leg raised and one arm out.,A person is posed with one leg raised and one arm out at a competition with their teammates in the background.,0,0,1,0.4090909090909091,1.2727272727272727,9.253872871398926,41.190792083740234
contradiction,neutral,A man hammering nails on a shed.,The shed is made of t-shirts.,A man hammering nails.,The shed is made of wood.,0,0,2,0.375,0.3333333333333333,58.21622848510742,107.83267211914062
contradiction,neutral,kids are looking at something on a table.,Some kids are burning the table down.,kids are looking at something on a table.,Some kids are looking at something on a table.,0,0,1,0.0,0.75,24.240007400512695,84.81133270263672
contradiction,neutral,A man wearing a black hat and coat makes a face with a crowd behind him.,A man is taking a shower.,A man makes a face with a crowd behind him.,A man is walking in the park.,0,0,0,0.35294117647058826,0.5714285714285714,25.344406127929688,40.663726806640625
contradiction,entailment,A couple is eating outside at a table and he is pointing at something.,A couple is eating inside at a table and he is pointing at something.,A couple is eating outside at a table and she is pointing at something.,A couple is eating outside at a table and he is pointing at something.,0,0,1,0.06666666666666667,0.06666666666666667,10.753259658813477,16.970046997070312
contradiction,neutral,A young boy wearing an orange uniform stands on the field near a colorful ball.,A girl is wearing a sweater.,A young boy wearing an orange uniform stands near a colorful ball.,A young boy wearing a blue uniform stands on the field near a ball.,0,0,0,0.1875,1.5714285714285714,23.032812118530273,45.33333206176758
contradiction,neutral,The blue kayak is being ridden over a small waterfall.,A guy is working out in the gym.,The blue kayak is being ridden.,A guy is riding a kayak on a river.,0,0,2,0.36363636363636365,0.6666666666666666,36.66656494140625,64.62430572509766
contradiction,neutral,"One man, shirtless, and a woman, clothed, jumping in the water.","Two people are in a helicopter, high above the Sahara desert.",One man and a woman jump in the water.,Two people are swimming in the water.,0,0,0,0.4375,0.6153846153846154,26.12395477294922,37.583396911621094
contradiction,neutral,A younger couple is walking across a crosswalk outside with a very busy bus stop behind them.,There are people inside of a store.,A younger couple is walking outside with a very busy bus stop behind them.,There is a couple walking in a park.,0,0,0,0.16666666666666666,0.75,47.50911331176758,58.59236145019531
contradiction,neutral,A man touching a hanging strand of lamps.,A man has his hands shoved into his coat pockets.,A man touches a hanging strand of lamps.,A man is walking down the street.,0,0,0,0.1111111111111111,0.7272727272727273,101.96912384033203,74.3367691040039
contradiction,neutral,A mountaineer about to descend down a mountain with a blue helmet on.,A man is drinking hot cocoa inside a lodge.,A mountaineer descends down a mountain with a blue helmet on.,A mountaineer is descending down a mountain with a red helmet on.,0,0,0,0.21428571428571427,0.9,19.83679962158203,42.15082550048828
contradiction,neutral,"Children at daycare playing on rings, and poles, one parent standing and holding her child and one teacher is sitting on the bench watching the others play.",Children are body slamming each other.,Children are playing on the rings and poles.,Children are playing tag outside.,0,0,2,0.8,0.5714285714285714,105.62060546875,92.15095520019531
contradiction,neutral,A man sits outdoors with some of his belongings.,A man is inside.,A man sits outdoors.,A man sits inside with some of his belongings.,0,0,0,0.5,1.2,14.367469787597656,74.37590789794922
contradiction,neutral,A motorist gets some air over a rough hill.,A motorist has stalled.,A motorist gets some air.,A motorist drives over a smooth hill.,0,0,0,0.4,1.0,53.236995697021484,80.59217071533203
contradiction,neutral,two people riding their bikes down a street together.,A couple gets married at the courthouse.,two people riding their bikes together.,Two people walk their dogs together down the street.,0,0,0,0.3,1.0,39.94019317626953,60.676788330078125
contradiction,neutral,The white dog is pulling a large stick.,The dog is taking a nap at the park.,The white dog is pulling a small stick.,The dog is playing fetch at the park.,0,0,2,0.1111111111111111,0.3,40.1306037902832,35.416236877441406
contradiction,neutral,A hand holds a strainer with a small amount of liquid in it with a table with bins in the background.,A city of ice sits in the distance.,A hand holds a strainer with a small amount of liquid in it.,A hand holds a spoon with a small amount of liquid in it near a table with bins in the background.,0,0,0,0.36363636363636365,1.8888888888888888,15.515387535095215,34.155635833740234
contradiction,entailment,A jubilant crowd dressed fabulously in purple red and yellow-gold move in step on a metropolitan street.,One person walking on the street.,A jubilant crowd dressed fabulously in purple red and yellow-gold walks on a metropolitan street.,A crowd of people walk on the street.,0,0,1,0.15,0.7142857142857143,101.11988067626953,124.16246795654297
entailment,neutral,A group of people is sitting at a large table and using paint brushes to form characters on white paper.,The people are using their fingers to paint with.,A group of people is sitting at a large table and using paint brushes to form characters on white paper.,The people are using paintbrushes to paint with.,1,1,1,0.0,0.2,29.928674697875977,30.928586959838867
contradiction,neutral,A man and a child are purchasing ice cream from a man with a hand pushed ice cream cart.,A couple is eating in a restaurant.,A man and a child are purchasing ice cream from a cart.,A group of children are eating in a park.,0,0,0,0.35,0.625,43.92131805419922,42.93719482421875
contradiction,neutral,An adorable child leaping to block a soccer ball from entering the goal.,A child blocks a goal with his hockey stick.,An adorable child leaps.,An adorable child kicks a soccer ball.,0,0,0,0.7142857142857143,0.8,66.97471618652344,190.6531524658203
contradiction,neutral,A rugby player swings his leg back to punt the ball.,There is a person sitting on the bed.,A rugby player swings his leg back.,A rugby player is sitting on the bed.,0,0,0,0.3333333333333333,0.4444444444444444,55.623600006103516,60.73923110961914
contradiction,neutral,A basketball player in a red uniform is trying to make a basket but is being blocked by the opposing team.,The basketball player is stretching on the sidelines.,A basketball player in a red uniform is stretching on the sidelines.,The basketball player is sitting on the bench.,0,1,0,0.5454545454545454,0.2222222222222222,23.4184627532959,32.49135208129883
contradiction,neutral,A photo of a woman in a black coat standing in front of a large two-paneled photo depicting a woman in a gray dress looking down with her hand in a bag.,The photo was of two men.,A photo of a woman in a black coat standing in front of a large two-paneled photo depicting a woman in a gray dress looking down.,A photo of a woman in a black coat standing in front of a large photo depicting a woman in a gray dress looking down.,0,0,1,0.17142857142857143,3.2857142857142856,8.757347106933594,26.19765281677246
contradiction,neutral,A young family enjoys feeling ocean waves lap at their feet.,A family is out at a restaurant.,A young family enjoys feeling waves lap at their feet.,A family is on a beach vacation.,0,2,2,0.08333333333333333,0.5,92.99964141845703,141.5615234375
entailment,neutral,A policeman on a motorcycle from the rear.,An officer on a chopper.,A policeman on a motorcycle.,An officer on a motorcycle.,1,1,1,0.3333333333333333,0.16666666666666666,33.55641174316406,29.33283042907715
contradiction,neutral,A worker is preparing fish to be sold at a market.,A person is on a boat fishing.,A worker prepares fish to be sold at a market.,A worker is preparing fish to be sold at a beachside market.,0,0,2,0.16666666666666666,1.125,17.65833854675293,39.47721862792969
contradiction,neutral,2 people with backpacks are at a table with a woman with a beige blazer sitting behind it.,10 people are kissing,2 people with backpacks are at a table.,3 people are eating at a table with a woman wearing a beige blazer.,0,0,0,0.5263157894736842,3.25,18.90561866760254,101.02498626708984
contradiction,neutral,A group of adults standing up with children in sports attire kneeling on the ground.,A woman drinks moonshine.,A group of adults standing up with children in sports attire.,A group of adults standing up with children in sports attire cheering.,0,0,2,0.25,2.2,32.54085922241211,123.0219955444336
contradiction,neutral,Two little boys are smiling and laughing while one is standing and one is in a bouncy seat.,The little boys are crying.,Two little boys are smiling and laughing.,Two little boys are smiling and laughing while one is standing and one is sitting.,0,0,1,0.5789473684210527,2.0,11.234615325927734,32.51968765258789
contradiction,neutral,Man in leather jacket and scarf sits on purple cushion at a party.,A person is sleeping on the couch.,Man in leather jacket and scarf sits on couch.,A person is sitting on a couch at a party.,0,0,1,0.35714285714285715,0.625,40.78997039794922,41.386253356933594
contradiction,neutral,A young couple sitting in a black chair smiling.,Two young people are angry.,A young couple sitting in a black chair.,Two young people are sitting in a white chair smiling.,0,0,0,0.1,1.0,29.4504451751709,80.81586456298828
entailment,contradiction,A woman is cutting into a sandwich while sitting at an outdoor table.,the lady on the table is leeping,A woman is cutting into a sandwich while sitting at an indoor table.,the lady on the table is running.,1,1,0,0.07142857142857142,0.2857142857142857,68.1044921875,109.76679992675781
contradiction,neutral,A woman wearing a striped wrap is bent over in a cornfield while looking at the camera.,A man wearing a bathing suit is bent over in a cornfield while looking at the camera.,A woman is wearing a striped wrap and is bent over in a cornfield while looking at the camera.,A man wearing a striped shirt is bent over in a cornfield while looking at the camera.,0,0,0,0.1111111111111111,0.1111111111111111,9.543764114379883,13.39633846282959
contradiction,neutral,A smiling man and a baby girl posing for photo.,A girl poses for a selfie with her mother.,A smiling man poses for a photo.,A woman poses for a photo with her daughter.,0,0,0,0.5454545454545454,0.3,25.58658790588379,21.266361236572266
contradiction,neutral,A man in a dark long rainproof jacket but dry hair walks to the left in a city that has recently rained.,the man is sitted in the bar,A man in a dark long rainproof jacket walks.,A man in a dark long rainproof jacket walks to the left in a city that has recently rained.,0,0,1,0.5652173913043478,2.5714285714285716,18.95638084411621,212.2860107421875
contradiction,neutral,A woman with a vest and red shirt is holding her hand up above a black and white dog that is jumping.,The woman is wearing a full sleeved jacket.,A woman is holding her hand up above a dog.,A woman is holding her hand above a dog.,0,2,1,0.5217391304347826,0.7777777777777778,37.34585952758789,40.27125549316406
contradiction,neutral,A large group of people walking in a busy city at night.,People are outside in a park.,A large group of people walk in a busy city.,People are walking in a busy city at night.,0,0,1,0.23076923076923078,0.7142857142857143,16.106582641601562,46.356605529785156
contradiction,neutral,Two children play in the snow by the side of the road.,Toddles are roasting marshmallows.,Two children play in the snow.,Two children play in the sand by the beach.,0,0,0,0.46153846153846156,1.8,16.224149703979492,60.43196487426758
contradiction,neutral,"A man sitting on a statue outdoors, near a woman standing next to him.",children playing baseball at the park,"A man sits on a statue outdoors, near a woman standing next to him.",A man is sitting on a bench near a woman who is feeding a duck.,0,0,0,0.0625,2.6666666666666665,32.2667236328125,77.54269409179688
contradiction,neutral,An asian teenager wearing a white shirt with black stripes is sitting on the steps with his face resting on his hand.,The teenager is sliding down the railing.,An asian teenager wearing a white shirt with black stripes sits on the steps.,An asian teenager is sitting on the steps with his face resting on his hand.,0,0,1,0.391304347826087,1.5,10.684274673461914,49.49382019042969
contradiction,neutral,A man of the cloth puts a black substance on a man's forehead.,The women are at the park.,A man of the cloth puts a black substance on a man's forehead.,The priest is giving a blessing to a person.,0,0,2,0.0,1.1428571428571428,39.41240692138672,52.45032501220703
contradiction,neutral,a woman wearing a pink tank top holding a mug of liquid,A woman in a blue tank top holding a car.,a woman wearing a pink tank top holding a mug of liquid.,A woman in a blue tank top holding a mug of liquid.,0,0,0,0.08333333333333333,0.2727272727272727,17.427066802978516,27.191699981689453
contradiction,neutral,"Two black guys, that are on rival teams playing basketball.",Two women playing basketball.,Two guys playing basketball.,Two players playing basketball.,0,0,1,0.5833333333333334,0.2,80.72254943847656,41.812957763671875
contradiction,neutral,A woman is holding a large check for Kids Food Basket.,She is stealing from them.,A woman is holding a large check.,She is donating to Kids Food Basket.,0,0,2,0.3333333333333333,0.8333333333333334,44.72353744506836,71.41084289550781
neutral,entailment,Swimming in the wide blue ocean.,The ocean swims in the blue wideness.,The ocean swims in the wide blue ocean.,The ocean swims.,1,2,1,0.42857142857142855,0.5,71.81358337402344,45.181114196777344
contradiction,neutral,Two men and one woman with blond-hair walk through a gate with barbed wire on top.,Two dogs are walking throught a gate.,Two men and one woman walk through a gate.,Two men and one woman walk through a gate.,0,0,1,0.47368421052631576,0.75,27.649198532104492,44.015655517578125
contradiction,neutral,Man and a child at an exhibit booth looking at something.,A woman and her dog are eating breakfast.,Man and a child at an exhibit booth.,A man and his child are eating breakfast.,0,0,0,0.25,0.3333333333333333,60.39494705200195,61.25468063354492
neutral,contradiction,A woman swings on a rope overlooking a red farmhouse and gated pastures and tall trees.,the woman is hanging out with her kids,A woman swings on a rope overlooking a blue farmhouse and gated pastures and tall trees.,the woman is on a hot air balloon ride,2,2,0,0.058823529411764705,0.75,155.55235290527344,131.2921142578125
contradiction,neutral,A group of swimmers jump into a pool.,A group of swimmers are sitting on an airplane on the way to their swimming competition.,A group of swimmers jump into the pool.,A group of swimmers are on their way to a swimming competition in a car.,0,0,0,0.1111111111111111,0.5294117647058824,17.975868225097656,25.493070602416992
contradiction,neutral,A few women and children are collecting items from rocks.,People are throwing rocks.,Women and children collect items from rocks.,Women and children are picking berries in a nearby garden.,0,0,0,0.45454545454545453,1.8,56.56062698364258,137.675048828125
contradiction,neutral,A group of female athletes are huddled together and excited.,The group of athletes all can breathe underwater.,A group of female athletes are huddled together.,A group of female athletes are huddled together and excited because they are going to compete in a swimming competition.,0,0,2,0.18181818181818182,1.8888888888888888,12.096060752868652,60.49913787841797
contradiction,neutral,"A woman with a white blanket over her head is holding a baby wrapped in a blue, pink, and yellow blanket.",The blanket is black.,A woman is holding a baby wrapped in a blanket.,The blanket is yellow.,0,2,1,0.5416666666666666,0.2,18.364347457885742,22.199932098388672
contradiction,neutral,A woman with a black purse and a red coat is sitting on a pillar of concrete.,"The woman is running down the path, jogging with earphones in her ears.",A woman with a black purse is sitting on a pillar of concrete.,"The woman is walking down the path, wearing a red coat and carrying a black purse.",0,0,0,0.2222222222222222,0.6666666666666666,19.542776107788086,32.77072525024414
contradiction,neutral,A man in a green shirt and large beige hat is supervising a newsstand that sells snacks and drinks.,the man is at home sleeping,A man is supervising a newsstand.,A man is at the beach sunbathing.,0,0,0,0.65,0.8333333333333334,41.4707145690918,120.88277435302734
contradiction,neutral,"Two boys with blond-hair, wearing striped shirts on a bed.",Children playing in the park.,"Two boys with blond-hair, wearing striped shirts.","Two boys with blond hair, wearing striped shirts, play in the park.",0,0,0,0.21428571428571427,1.8333333333333333,35.03204345703125,82.38824462890625
contradiction,neutral,A man pointing into the ear wearing a striped shirt in a small boat filled with many people.,A man is pointing into the foot and wearing a striped shirt.,A man pointing into the ear wears a striped shirt.,A man is pointing into the air and wearing a striped shirt.,0,0,0,0.47368421052631576,0.07692307692307693,46.359832763671875,43.3864860534668
contradiction,neutral,Two daschunds play with a red ball,A cat in a litter box.,Two daschunds play with a ball.,Two daschunds play with a blue ball.,0,0,0,0.2857142857142857,0.8571428571428571,30.79705238342285,75.88329315185547
contradiction,neutral,San Fransisco 49ers football field with cheerleaders and a packed stadium.,The football game got cancelled and the field is empty.,San Fransisco 49ers football field with cheerleaders.,The football game is taking place at Levi's Stadium.,0,0,2,0.3333333333333333,0.6363636363636364,27.690372467041016,50.35657501220703
contradiction,neutral,Many roller derby players skating around the rink.,roller derby players laying down after the match.,Many roller derby players skate around the rink.,roller derby players skating around the rink and cheering.,0,0,2,0.1111111111111111,0.6666666666666666,79.73585510253906,165.62149047851562
contradiction,neutral,A man standing in front of a building on the phone as two men to the side pain on the side.,two girls walk through a hall,A man standing in front of a building on the phone.,two men walk through a hall,0,0,0,0.45454545454545453,0.16666666666666666,80.4649887084961,56.93358612060547
contradiction,neutral,The man in the sailor suit is holding literature.,A chef is cooking stew.,The man in the sailor suit holds a book.,A man is holding a book.,0,0,1,0.3,0.6666666666666666,41.01876449584961,82.609130859375
contradiction,neutral,Two women wearing red are smiling at the camera.,With their backs turned to the camera were two women wearing blue dresses,Two women are smiling at the camera.,Two women are smiling at the camera.,0,0,1,0.2,0.8461538461538461,18.194398880004883,40.90727996826172
contradiction,neutral,A young black man is getting his hair buzzed off.,The lady is at the hair salon.,A young black man is getting his hair cut.,A young black man is getting his hair cut.,0,0,0,0.18181818181818182,0.875,19.437349319458008,33.20443344116211
contradiction,neutral,A man with a pinstriped shirt and tan slacks adjust his tie while looking at a apple laptop computer.,A woman adjusts her bra,A man adjusts his tie while looking at a laptop computer.,A woman adjusts her phone,0,0,0,0.45,0.2,66.53998565673828,23.614303588867188
contradiction,neutral,A man wearing a business suit holds up a drink as the other laughs.,the man is crying and writing,A man wearing a business suit holds up a drink.,A man is holding a drink as the other laughs.,0,0,1,0.26666666666666666,1.5,19.160690307617188,78.68029022216797
contradiction,neutral,A black man in a blue suit is talking on a cellphone while smoking.,The man is jogging,A black man is talking on a cellphone while smoking.,A man is talking on a cellphone while jogging.,0,0,0,0.26666666666666666,1.75,19.26637077331543,34.061500549316406
contradiction,neutral,A little boy in a blue shirt is putting some sunglasses up to a window while a lady watches him.,A girl puts on some sunglasses,A little boy is putting some sunglasses up to a window.,A little boy is putting on some sunglasses.,0,0,1,0.42857142857142855,0.8333333333333334,33.634395599365234,69.90819549560547
contradiction,neutral,Three women are dancing among the bamboo.,A group of men are fencing.,Three women are dancing.,Three women are fencing.,0,0,0,0.375,0.5714285714285714,221.88522338867188,95.2750473022461
contradiction,neutral,A person in a red shirt is mowing the grass with a green riding mower.,A person in red is swimming in the Olympics.,A person is mowing the grass.,A person in red is painting a picture.,0,0,0,0.5625,0.4,36.08872985839844,55.26926803588867
contradiction,neutral,"A woman in an American military uniform sits at a table and writes the words ""sad,"" ""depressed,"" and ""hatred"" on a large sheet of white paper.",A woman is diving off a mountain.,"A woman sits at a table and writes the words ""sad,"" ""depressed,"" and ""hatred"" on a large sheet of white paper.",A woman is writing a letter.,0,0,1,0.14285714285714285,0.375,15.53630542755127,18.552242279052734
entailment,neutral,A businessman in a white sweater conducts necessary business in a plaza using a concrete abutment as a work table.,man in suit,A businessman in a white sweater conducts necessary business.,a man in a suit conducts necessary business in a plaza using a concrete abutment as a work table.,2,2,0,0.5238095238095238,5.666666666666667,21.784936904907227,559.9342651367188
contradiction,neutral,A girl in a black sweater and jeans pours water into an empty soda bottle.,A girl pours water into the ocean,A girl pours water.,A girl pours water into a cup.,0,2,0,0.6875,0.42857142857142855,21.184783935546875,35.097320556640625
contradiction,neutral,Man wearing blue bowing on floor in front of another man in blue bowing on floor with two other men wearing blue kneeling on same floor also.,A man is wearing nothing.,Man wearing blue bowing on floor in front of another man in blue bowing on floor with two other men wearing blue kneeling on same floor.,A man is wearing a blue shirt.,0,0,2,0.03571428571428571,0.5,38.36258316040039,38.89277648925781
contradiction,neutral,A man in colorful shorts is surfing under a wave.,A man is sunbathing.,A man in colorful shorts is surfing.,A man is surfing under a wave.,0,0,1,0.2727272727272727,0.8,30.313079833984375,74.36409759521484
contradiction,neutral,A man swings his tennis racquet as the tennis ball gets closer to him.,A man is shooting a basketball at the goal.,A man swings his tennis racquet.,A man is playing table tennis.,0,0,0,0.5333333333333333,0.6,39.99691390991211,53.75460433959961
contradiction,neutral,A man is sitting on the floor and is surrounded by pictures.,A man sitting on a barren floor.,A man is sitting on the floor.,A man is sitting on a carpeted floor.,0,2,2,0.38461538461538464,0.25,22.48931312561035,38.45887756347656
contradiction,neutral,"a boy wearing jean shorts, and a black and blue shirt, reading a book, sits on a rolling device up against a wall that says book fair, while other people stand around.",The boy plays a video game.,"a boy wearing jean shorts, and a black and blue shirt, reads a book.",A boy wearing jean shorts and a black and blue shirt sits on a rolling device up against a wall that says book fair while other people stand around.,0,0,1,0.5675675675675675,3.857142857142857,13.265259742736816,22.82468032836914
contradiction,neutral,"Two girls, one wearing a pink shirt and the other wearing a blue shirt, are standing against a wall.",Two girls playing hopscotch in an open court.,Two girls are standing against a wall.,Two girls are standing in a park.,0,0,0,0.6363636363636364,0.5555555555555556,13.456866264343262,42.44480514526367
contradiction,neutral,People are on an escalator waiting to get to their destination while looking outside of the glass that makes up the wall.,People are taking the elevator.,People are on an escalator waiting to get to their destination while looking outside.,People are waiting in line to get on a different floor.,0,0,1,0.34782608695652173,1.5,24.870969772338867,33.567222595214844
contradiction,neutral,A person in blue is the only person currently throwing their ball at a bowling alley.,The person is eating nachos.,A person in blue is throwing their ball at a bowling alley.,A person is eating a sandwich.,0,0,0,0.23529411764705882,0.5,61.44207763671875,59.65951156616211
neutral,entailment,"A man wearing black pants, an orange and brown striped shirt, and a black bandanna in a ""just thrown a bowling ball"" stance.",The bandana is expensive.,"A man wearing black pants, an orange and brown striped shirt, and a black bandanna in a ""just thrown a bowling ball"" stance at the bowling alley.",A man is wearing a black bandanna.,2,2,1,0.14285714285714285,1.2,31.61380958557129,40.6002311706543
contradiction,neutral,At least eight people are sitting at a table in a building that overlooks the city.,People sitting on the floor,At least eight people are sitting at a table.,At least eight people are sitting in a room.,0,0,1,0.4117647058823529,1.8,17.1185302734375,41.449363708496094
